"TOA5","6550","CR6","6550","CR6.Std.06.03","CPU:Lab_atmos_phys.CR6","45515","Sonic_Anemometer"
"TIMESTAMP","RECORD","u","v","w","t"
"TS","RN","m/s","m/s","m/s","C"
"","","Smp","Smp","Smp","Smp"
"2021-12-03 09:36:46.35",5151632,0.055,0.058,0.077,20.2
"2021-12-03 09:36:46.4",5151633,0.054,0.061,0.078,20.23
"2021-12-03 09:36:46.45",5151634,0.052,0.059,0.077,20.2
"2021-12-03 09:36:46.5",5151635,0.047,0.061,0.082,20.25
"2021-12-03 09:36:46.55",5151636,0.05,0.06,0.084,20.25
"2021-12-03 09:36:46.6",5151637,0.052,0.054,0.08,20.23
"2021-12-03 09:36:46.65",5151638,0.052,0.054,0.081,20.23
"2021-12-03 09:36:46.7",5151639,0.051,0.055,0.082,20.25
"2021-12-03 09:36:46.75",5151640,0.053,0.055,0.082,20.25
"2021-12-03 09:36:46.8",5151641,0.052,0.059,0.084,20.23
"2021-12-03 09:36:46.85",5151642,0.054,0.059,0.083,20.25
"2021-12-03 09:36:46.9",5151643,0.046,0.062,0.088,20.26
"2021-12-03 09:36:46.95",5151644,0.05,0.064,0.089,20.24
"2021-12-03 09:36:47",5151645,0.053,0.059,0.083,20.23
"2021-12-03 09:36:47.05",5151646,0.054,0.06,0.084,20.22
"2021-12-03 09:36:47.1",5151647,0.054,0.064,0.084,20.23
"2021-12-03 09:36:47.15",5151648,0.054,0.062,0.081,20.22
"2021-12-03 09:36:47.2",5151649,0.056,0.064,0.081,20.22
"2021-12-03 09:36:47.25",5151650,0.056,0.065,0.08,20.2
"2021-12-03 09:36:47.3",5151651,0.058,0.065,0.078,20.2
"2021-12-03 09:36:47.35",5151652,0.059,0.065,0.079,20.2
"2021-12-03 09:36:47.4",5151653,0.061,0.064,0.077,20.22
"2021-12-03 09:36:47.45",5151654,0.061,0.066,0.075,20.19
"2021-12-03 09:36:47.5",5151655,0.06,0.064,0.075,20.19
"2021-12-03 09:36:47.55",5151656,0.064,0.062,0.075,20.2
"2021-12-03 09:36:47.6",5151657,0.064,0.065,0.073,20.2
"2021-12-03 09:36:47.65",5151658,0.064,0.063,0.075,20.2
"2021-12-03 09:36:47.7",5151659,0.063,0.065,0.074,20.2
"2021-12-03 09:36:47.75",5151660,0.064,0.064,0.072,20.19
"2021-12-03 09:36:47.8",5151661,0.061,0.063,0.075,20.2
"2021-12-03 09:36:47.85",5151662,0.063,0.065,0.076,20.19
"2021-12-03 09:36:47.9",5151663,0.061,0.062,0.077,20.2
"2021-12-03 09:36:47.95",5151664,0.062,0.065,0.08,20.22
"2021-12-03 09:36:48",5151665,0.059,0.061,0.08,20.23
"2021-12-03 09:36:48.05",5151666,0.06,0.061,0.08,20.19
"2021-12-03 09:36:48.1",5151667,0.064,0.057,0.081,20.22
"2021-12-03 09:36:48.15",5151668,0.064,0.058,0.082,20.25
"2021-12-03 09:36:48.2",5151669,0.066,0.057,0.082,20.25
"2021-12-03 09:36:48.25",5151670,0.067,0.056,0.083,20.26
"2021-12-03 09:36:48.3",5151671,0.065,0.058,0.081,20.28
"2021-12-03 09:36:48.35",5151672,0.068,0.058,0.082,20.25
"2021-12-03 09:36:48.4",5151673,0.066,0.059,0.081,20.28
"2021-12-03 09:36:48.45",5151674,0.068,0.056,0.083,20.25
"2021-12-03 09:36:48.5",5151675,0.069,0.06,0.083,20.24
"2021-12-03 09:36:48.55",5151676,0.07,0.06,0.081,20.25
"2021-12-03 09:36:48.6",5151677,0.071,0.06,0.08,20.25
"2021-12-03 09:36:48.65",5151678,0.073,0.061,0.081,20.22
"2021-12-03 09:36:48.7",5151679,0.072,0.062,0.079,20.2
"2021-12-03 09:36:48.75",5151680,0.073,0.063,0.079,20.2
"2021-12-03 09:36:48.8",5151681,0.074,0.066,0.079,20.22
"2021-12-03 09:36:48.85",5151682,0.074,0.066,0.076,20.22
"2021-12-03 09:36:48.9",5151683,0.075,0.07,0.074,20.2
"2021-12-03 09:36:48.95",5151684,0.074,0.071,0.074,20.2
"2021-12-03 09:36:49",5151685,0.076,0.074,0.073,20.12
"2021-12-03 09:36:49.05",5151686,0.077,0.076,0.071,20.15
"2021-12-03 09:36:49.1",5151687,0.078,0.078,0.072,20.17
"2021-12-03 09:36:49.15",5151688,0.079,0.08,0.07,20.14
"2021-12-03 09:36:49.2",5151689,0.082,0.078,0.066,20.12
"2021-12-03 09:36:49.25",5151690,0.088,0.081,0.068,20.08
"2021-12-03 09:36:49.3",5151691,0.085,0.08,0.067,20.08
"2021-12-03 09:36:49.35",5151692,0.087,0.081,0.069,20.07
"2021-12-03 09:36:49.4",5151693,0.085,0.081,0.071,20.08
"2021-12-03 09:36:49.45",5151694,0.082,0.081,0.071,20.05
"2021-12-03 09:36:49.5",5151695,0.082,0.085,0.073,20.07
"2021-12-03 09:36:49.55",5151696,0.083,0.088,0.073,20.08
"2021-12-03 09:36:49.6",5151697,0.082,0.091,0.074,20.05
"2021-12-03 09:36:49.65",5151698,0.083,0.094,0.075,20.07
"2021-12-03 09:36:49.7",5151699,0.084,0.094,0.074,20.05
"2021-12-03 09:36:49.75",5151700,0.088,0.095,0.073,20.03
"2021-12-03 09:36:49.8",5151701,0.091,0.092,0.072,20.08
"2021-12-03 09:36:49.85",5151702,0.09,0.093,0.068,20.01
"2021-12-03 09:36:49.9",5151703,0.092,0.093,0.066,20.03
"2021-12-03 09:36:49.95",5151704,0.095,0.096,0.063,20.05
"2021-12-03 09:36:50",5151705,0.096,0.098,0.063,20.08
"2021-12-03 09:36:50.05",5151706,0.096,0.096,0.061,20.08
"2021-12-03 09:36:50.1",5151707,0.098,0.093,0.059,20.08
"2021-12-03 09:36:50.15",5151708,0.099,0.092,0.059,20.08
"2021-12-03 09:36:50.2",5151709,0.104,0.093,0.057,20.03
"2021-12-03 09:36:50.25",5151710,0.103,0.091,0.057,20.08
"2021-12-03 09:36:50.3",5151711,0.103,0.092,0.055,20.04
"2021-12-03 09:36:50.35",5151712,0.105,0.092,0.055,20.03
"2021-12-03 09:36:50.4",5151713,0.103,0.092,0.057,20.08
"2021-12-03 09:36:50.45",5151714,0.1,0.087,0.055,20.08
"2021-12-03 09:36:50.5",5151715,0.1,0.088,0.055,20.08
"2021-12-03 09:36:50.55",5151716,0.097,0.086,0.055,20.08
"2021-12-03 09:36:50.6",5151717,0.096,0.085,0.055,20.03
"2021-12-03 09:36:50.65",5151718,0.095,0.086,0.056,20.03
"2021-12-03 09:36:50.7",5151719,0.092,0.084,0.056,20.07
"2021-12-03 09:36:50.75",5151720,0.089,0.085,0.053,20.08
"2021-12-03 09:36:50.8",5151721,0.087,0.084,0.053,20.09
"2021-12-03 09:36:50.85",5151722,0.085,0.084,0.055,20.08
"2021-12-03 09:36:50.9",5151723,0.081,0.084,0.052,20.08
"2021-12-03 09:36:50.95",5151724,0.081,0.086,0.052,20.09
"2021-12-03 09:36:51",5151725,0.082,0.088,0.053,20.05
"2021-12-03 09:36:51.05",5151726,0.079,0.088,0.051,20.05
"2021-12-03 09:36:51.1",5151727,0.079,0.091,0.05,20
"2021-12-03 09:36:51.15",5151728,0.077,0.091,0.048,20.01
"2021-12-03 09:36:51.2",5151729,0.078,0.091,0.047,20.06
"2021-12-03 09:36:51.25",5151730,0.079,0.089,0.046,20.01
"2021-12-03 09:36:51.3",5151731,0.08,0.089,0.044,20
"2021-12-03 09:36:51.35",5151732,0.079,0.089,0.044,20.03
"2021-12-03 09:36:51.4",5151733,0.081,0.087,0.043,20.03
"2021-12-03 09:36:51.45",5151734,0.079,0.088,0.042,20.03
"2021-12-03 09:36:51.5",5151735,0.079,0.086,0.04,20.01
"2021-12-03 09:36:51.55",5151736,0.078,0.088,0.04,20.03
"2021-12-03 09:36:51.6",5151737,0.079,0.088,0.039,20.03
"2021-12-03 09:36:51.65",5151738,0.078,0.088,0.037,20.06
"2021-12-03 09:36:51.7",5151739,0.079,0.089,0.037,20.03
"2021-12-03 09:36:51.75",5151740,0.076,0.085,0.036,20.05
"2021-12-03 09:36:51.8",5151741,0.078,0.088,0.036,20.07
"2021-12-03 09:36:51.85",5151742,0.076,0.085,0.035,20.06
"2021-12-03 09:36:51.9",5151743,0.076,0.087,0.033,20.05
"2021-12-03 09:36:51.95",5151744,0.075,0.085,0.032,20.05
"2021-12-03 09:36:52",5151745,0.072,0.083,0.03,20.05
"2021-12-03 09:36:52.05",5151746,0.072,0.083,0.029,20.05
"2021-12-03 09:36:52.1",5151747,0.073,0.082,0.028,20.05
"2021-12-03 09:36:52.15",5151748,0.07,0.079,0.027,20.05
"2021-12-03 09:36:52.2",5151749,0.069,0.081,0.028,20.11
"2021-12-03 09:36:52.25",5151750,0.065,0.082,0.025,20.1
"2021-12-03 09:36:52.3",5151751,0.064,0.081,0.026,20.09
"2021-12-03 09:36:52.35",5151752,0.065,0.08,0.025,20.14
"2021-12-03 09:36:52.4",5151753,0.061,0.081,0.024,20.12
"2021-12-03 09:36:52.45",5151754,0.059,0.08,0.025,20.14
"2021-12-03 09:36:52.5",5151755,0.059,0.078,0.025,20.15
"2021-12-03 09:36:52.55",5151756,0.058,0.081,0.024,20.13
"2021-12-03 09:36:52.6",5151757,0.058,0.081,0.024,20.14
"2021-12-03 09:36:52.65",5151758,0.06,0.077,0.025,20.15
"2021-12-03 09:36:52.7",5151759,0.06,0.079,0.024,20.17
"2021-12-03 09:36:52.75",5151760,0.06,0.078,0.024,20.13
"2021-12-03 09:36:52.8",5151761,0.059,0.082,0.023,20.11
"2021-12-03 09:36:52.85",5151762,0.059,0.082,0.022,20.15
"2021-12-03 09:36:52.9",5151763,0.058,0.081,0.024,20.13
"2021-12-03 09:36:52.95",5151764,0.057,0.083,0.027,20.13
"2021-12-03 09:36:53",5151765,0.057,0.084,0.028,20.15
"2021-12-03 09:36:53.05",5151766,0.054,0.084,0.029,20.15
"2021-12-03 09:36:53.1",5151767,0.054,0.082,0.029,20.13
"2021-12-03 09:36:53.15",5151768,0.051,0.084,0.031,20.12
"2021-12-03 09:36:53.2",5151769,0.054,0.086,0.031,20.15
"2021-12-03 09:36:53.25",5151770,0.053,0.085,0.031,20.17
"2021-12-03 09:36:53.3",5151771,0.051,0.085,0.032,20.15
"2021-12-03 09:36:53.35",5151772,0.052,0.088,0.033,20.17
"2021-12-03 09:36:53.4",5151773,0.052,0.088,0.033,20.15
"2021-12-03 09:36:53.45",5151774,0.05,0.088,0.033,20.19
"2021-12-03 09:36:53.5",5151775,0.052,0.088,0.033,20.15
"2021-12-03 09:36:53.55",5151776,0.051,0.092,0.033,20.17
"2021-12-03 09:36:53.6",5151777,0.048,0.091,0.032,20.17
"2021-12-03 09:36:53.65",5151778,0.049,0.092,0.033,20.12
"2021-12-03 09:36:53.7",5151779,0.05,0.093,0.031,20.15
"2021-12-03 09:36:53.75",5151780,0.048,0.097,0.031,20.17
"2021-12-03 09:36:53.8",5151781,0.049,0.098,0.03,20.17
"2021-12-03 09:36:53.85",5151782,0.05,0.098,0.031,20.14
"2021-12-03 09:36:53.9",5151783,0.051,0.098,0.031,20.14
"2021-12-03 09:36:53.95",5151784,0.051,0.1,0.03,20.15
"2021-12-03 09:36:54",5151785,0.052,0.096,0.028,20.12
"2021-12-03 09:36:54.05",5151786,0.05,0.096,0.027,20.15
"2021-12-03 09:36:54.1",5151787,0.052,0.096,0.027,20.15
"2021-12-03 09:36:54.15",5151788,0.052,0.096,0.026,20.15
"2021-12-03 09:36:54.2",5151789,0.054,0.095,0.027,20.12
"2021-12-03 09:36:54.25",5151790,0.055,0.097,0.027,20.18
"2021-12-03 09:36:54.3",5151791,0.053,0.095,0.026,20.12
"2021-12-03 09:36:54.35",5151792,0.057,0.093,0.026,20.15
"2021-12-03 09:36:54.4",5151793,0.056,0.094,0.026,20.11
"2021-12-03 09:36:54.45",5151794,0.058,0.095,0.027,20.13
"2021-12-03 09:36:54.5",5151795,0.057,0.097,0.026,20.13
"2021-12-03 09:36:54.55",5151796,0.059,0.093,0.028,20.13
"2021-12-03 09:36:54.6",5151797,0.059,0.095,0.027,20.13
"2021-12-03 09:36:54.65",5151798,0.058,0.096,0.029,20.13
"2021-12-03 09:36:54.7",5151799,0.06,0.095,0.028,20.13
"2021-12-03 09:36:54.75",5151800,0.059,0.096,0.028,20.15
"2021-12-03 09:36:54.8",5151801,0.058,0.096,0.027,20.17
"2021-12-03 09:36:54.85",5151802,0.057,0.095,0.028,20.15
"2021-12-03 09:36:54.9",5151803,0.056,0.095,0.027,20.17
"2021-12-03 09:36:54.95",5151804,0.058,0.097,0.029,20.15
"2021-12-03 09:36:55",5151805,0.06,0.096,0.029,20.17
"2021-12-03 09:36:55.05",5151806,0.057,0.097,0.03,20.2
"2021-12-03 09:36:55.1",5151807,0.059,0.099,0.03,20.19
"2021-12-03 09:36:55.15",5151808,0.059,0.097,0.031,20.15
"2021-12-03 09:36:55.2",5151809,0.055,0.095,0.033,20.14
"2021-12-03 09:36:55.25",5151810,0.056,0.095,0.034,20.19
"2021-12-03 09:36:55.3",5151811,0.055,0.097,0.034,20.13
"2021-12-03 09:36:55.35",5151812,0.056,0.097,0.037,20.17
"2021-12-03 09:36:55.4",5151813,0.057,0.095,0.034,20.17
"2021-12-03 09:36:55.45",5151814,0.055,0.096,0.036,20.2
"2021-12-03 09:36:55.5",5151815,0.057,0.096,0.035,20.2
"2021-12-03 09:36:55.55",5151816,0.056,0.095,0.035,20.19
"2021-12-03 09:36:55.6",5151817,0.058,0.093,0.035,20.2
"2021-12-03 09:36:55.65",5151818,0.056,0.094,0.035,20.2
"2021-12-03 09:36:55.7",5151819,0.059,0.095,0.036,20.19
"2021-12-03 09:36:55.75",5151820,0.058,0.093,0.035,20.2
"2021-12-03 09:36:55.8",5151821,0.06,0.098,0.035,20.2
"2021-12-03 09:36:55.85",5151822,0.06,0.093,0.034,20.22
"2021-12-03 09:36:55.9",5151823,0.06,0.093,0.032,20.19
"2021-12-03 09:36:55.95",5151824,0.057,0.09,0.03,20.2
"2021-12-03 09:36:56",5151825,0.057,0.088,0.027,20.23
"2021-12-03 09:36:56.05",5151826,0.061,0.088,0.03,20.2
"2021-12-03 09:36:56.1",5151827,0.061,0.086,0.029,20.2
"2021-12-03 09:36:56.15",5151828,0.065,0.086,0.03,20.2
"2021-12-03 09:36:56.2",5151829,0.07,0.087,0.028,20.19
"2021-12-03 09:36:56.25",5151830,0.069,0.086,0.03,20.2
"2021-12-03 09:36:56.3",5151831,0.07,0.085,0.028,20.2
"2021-12-03 09:36:56.35",5151832,0.073,0.083,0.029,20.23
"2021-12-03 09:36:56.4",5151833,0.075,0.084,0.029,20.2
"2021-12-03 09:36:56.45",5151834,0.074,0.084,0.028,20.21
"2021-12-03 09:36:56.5",5151835,0.076,0.082,0.025,20.25
"2021-12-03 09:36:56.55",5151836,0.079,0.083,0.027,20.25
"2021-12-03 09:36:56.6",5151837,0.077,0.079,0.027,20.23
"2021-12-03 09:36:56.65",5151838,0.083,0.082,0.023,20.25
"2021-12-03 09:36:56.7",5151839,0.086,0.079,0.023,20.28
"2021-12-03 09:36:56.75",5151840,0.083,0.08,0.022,20.3
"2021-12-03 09:36:56.8",5151841,0.084,0.081,0.021,20.28
"2021-12-03 09:36:56.85",5151842,0.087,0.081,0.023,20.29
"2021-12-03 09:36:56.9",5151843,0.08,0.083,0.024,20.25
"2021-12-03 09:36:56.95",5151844,0.087,0.08,0.022,20.29
"2021-12-03 09:36:57",5151845,0.084,0.082,0.021,20.28
"2021-12-03 09:36:57.05",5151846,0.082,0.082,0.021,20.31
"2021-12-03 09:36:57.1",5151847,0.084,0.083,0.022,20.28
"2021-12-03 09:36:57.15",5151848,0.081,0.085,0.024,20.29
"2021-12-03 09:36:57.2",5151849,0.083,0.086,0.02,20.27
"2021-12-03 09:36:57.25",5151850,0.077,0.092,0.027,20.27
"2021-12-03 09:36:57.3",5151851,0.079,0.089,0.02,20.27
"2021-12-03 09:36:57.35",5151852,0.079,0.088,0.02,20.28
"2021-12-03 09:36:57.4",5151853,0.077,0.089,0.019,20.27
"2021-12-03 09:36:57.45",5151854,0.077,0.089,0.019,20.27
"2021-12-03 09:36:57.5",5151855,0.076,0.089,0.016,20.25
"2021-12-03 09:36:57.55",5151856,0.076,0.09,0.017,20.25
"2021-12-03 09:36:57.6",5151857,0.071,0.091,0.02,20.25
"2021-12-03 09:36:57.65",5151858,0.065,0.095,0.022,20.25
"2021-12-03 09:36:57.7",5151859,0.066,0.095,0.021,20.24
"2021-12-03 09:36:57.75",5151860,0.062,0.095,0.023,20.25
"2021-12-03 09:36:57.8",5151861,0.061,0.095,0.024,20.24
"2021-12-03 09:36:57.85",5151862,0.057,0.096,0.024,20.24
"2021-12-03 09:36:57.9",5151863,0.056,0.094,0.023,20.24
"2021-12-03 09:36:57.95",5151864,0.056,0.093,0.022,20.25
"2021-12-03 09:36:58",5151865,0.055,0.092,0.02,20.24
"2021-12-03 09:36:58.05",5151866,0.062,0.088,0.017,20.25
"2021-12-03 09:36:58.1",5151867,0.056,0.091,0.018,20.22
"2021-12-03 09:36:58.15",5151868,0.054,0.088,0.016,20.24
"2021-12-03 09:36:58.2",5151869,0.053,0.087,0.017,20.22
"2021-12-03 09:36:58.25",5151870,0.054,0.086,0.014,20.25
"2021-12-03 09:36:58.3",5151871,0.055,0.083,0.014,20.22
"2021-12-03 09:36:58.35",5151872,0.055,0.084,0.015,20.2
"2021-12-03 09:36:58.4",5151873,0.054,0.081,0.015,20.2
"2021-12-03 09:36:58.45",5151874,0.055,0.081,0.015,20.2
"2021-12-03 09:36:58.5",5151875,0.061,0.081,0.015,20.2
"2021-12-03 09:36:58.55",5151876,0.06,0.078,0.015,20.2
"2021-12-03 09:36:58.6",5151877,0.061,0.079,0.015,20.21
"2021-12-03 09:36:58.65",5151878,0.063,0.078,0.015,20.2
"2021-12-03 09:36:58.7",5151879,0.065,0.078,0.015,20.2
"2021-12-03 09:36:58.75",5151880,0.065,0.078,0.018,20.2
"2021-12-03 09:36:58.8",5151881,0.065,0.079,0.017,20.2
"2021-12-03 09:36:58.85",5151882,0.065,0.076,0.018,20.21
"2021-12-03 09:36:58.9",5151883,0.065,0.076,0.019,20.2
"2021-12-03 09:36:58.95",5151884,0.066,0.076,0.019,20.2
"2021-12-03 09:36:59",5151885,0.066,0.078,0.02,20.2
"2021-12-03 09:36:59.05",5151886,0.065,0.076,0.019,20.2
"2021-12-03 09:36:59.1",5151887,0.063,0.077,0.022,20.2
"2021-12-03 09:36:59.15",5151888,0.064,0.077,0.023,20.17
"2021-12-03 09:36:59.2",5151889,0.062,0.078,0.022,20.19
"2021-12-03 09:36:59.25",5151890,0.061,0.075,0.024,20.19
"2021-12-03 09:36:59.3",5151891,0.061,0.076,0.025,20.19
"2021-12-03 09:36:59.35",5151892,0.062,0.079,0.026,20.17
"2021-12-03 09:36:59.4",5151893,0.062,0.077,0.028,20.19
"2021-12-03 09:36:59.45",5151894,0.061,0.075,0.026,20.2
"2021-12-03 09:36:59.5",5151895,0.062,0.075,0.03,20.2
"2021-12-03 09:36:59.55",5151896,0.062,0.077,0.03,20.2
"2021-12-03 09:36:59.6",5151897,0.059,0.073,0.028,20.17
"2021-12-03 09:36:59.65",5151898,0.06,0.077,0.03,20.2
"2021-12-03 09:36:59.7",5151899,0.058,0.075,0.033,20.15
"2021-12-03 09:36:59.75",5151900,0.058,0.075,0.033,20.12
"2021-12-03 09:36:59.8",5151901,0.057,0.074,0.032,20.15
"2021-12-03 09:36:59.85",5151902,0.055,0.076,0.03,20.15
"2021-12-03 09:36:59.9",5151903,0.055,0.074,0.032,20.12
"2021-12-03 09:36:59.95",5151904,0.056,0.079,0.034,20.12
"2021-12-03 09:37:00",5151905,0.056,0.079,0.033,20.15
"2021-12-03 09:37:00.05",5151906,0.053,0.079,0.033,20.15
"2021-12-03 09:37:00.1",5151907,0.053,0.078,0.034,20.14
"2021-12-03 09:37:00.15",5151908,0.052,0.08,0.032,20.12
"2021-12-03 09:37:00.2",5151909,0.051,0.081,0.034,20.12
"2021-12-03 09:37:00.25",5151910,0.05,0.081,0.033,20.15
"2021-12-03 09:37:00.3",5151911,0.051,0.08,0.036,20.17
"2021-12-03 09:37:00.35",5151912,0.048,0.079,0.037,20.17
"2021-12-03 09:37:00.4",5151913,0.05,0.078,0.036,20.2
"2021-12-03 09:37:00.45",5151914,0.048,0.077,0.038,20.18
"2021-12-03 09:37:00.5",5151915,0.051,0.081,0.039,20.2
"2021-12-03 09:37:00.55",5151916,0.049,0.077,0.038,20.19
"2021-12-03 09:37:00.6",5151917,0.047,0.079,0.041,20.2
"2021-12-03 09:37:00.65",5151918,0.049,0.079,0.04,20.19
"2021-12-03 09:37:00.7",5151919,0.047,0.079,0.04,20.21
"2021-12-03 09:37:00.75",5151920,0.045,0.08,0.039,20.24
"2021-12-03 09:37:00.8",5151921,0.049,0.078,0.038,20.22
"2021-12-03 09:37:00.85",5151922,0.049,0.079,0.041,20.23
"2021-12-03 09:37:00.9",5151923,0.048,0.079,0.04,20.21
"2021-12-03 09:37:00.95",5151924,0.051,0.082,0.042,20.22
"2021-12-03 09:37:01",5151925,0.048,0.078,0.04,20.27
"2021-12-03 09:37:01.05",5151926,0.051,0.083,0.042,20.25
"2021-12-03 09:37:01.1",5151927,0.052,0.082,0.044,20.26
"2021-12-03 09:37:01.15",5151928,0.054,0.081,0.045,20.28
"2021-12-03 09:37:01.2",5151929,0.053,0.079,0.045,20.3
"2021-12-03 09:37:01.25",5151930,0.053,0.078,0.047,20.27
"2021-12-03 09:37:01.3",5151931,0.053,0.073,0.047,20.27
"2021-12-03 09:37:01.35",5151932,0.057,0.073,0.048,20.31
"2021-12-03 09:37:01.4",5151933,0.056,0.072,0.048,20.26
"2021-12-03 09:37:01.45",5151934,0.059,0.072,0.049,20.31
"2021-12-03 09:37:01.5",5151935,0.056,0.075,0.049,20.32
"2021-12-03 09:37:01.55",5151936,0.057,0.068,0.05,20.32
"2021-12-03 09:37:01.6",5151937,0.059,0.069,0.054,20.33
"2021-12-03 09:37:01.65",5151938,0.06,0.068,0.054,20.33
"2021-12-03 09:37:01.7",5151939,0.059,0.065,0.055,20.33
"2021-12-03 09:37:01.75",5151940,0.064,0.067,0.058,20.33
"2021-12-03 09:37:01.8",5151941,0.064,0.066,0.061,20.33
"2021-12-03 09:37:01.85",5151942,0.064,0.065,0.062,20.33
"2021-12-03 09:37:01.9",5151943,0.065,0.062,0.065,20.36
"2021-12-03 09:37:01.95",5151944,0.065,0.065,0.066,20.36
"2021-12-03 09:37:02",5151945,0.065,0.064,0.067,20.36
"2021-12-03 09:37:02.05",5151946,0.065,0.065,0.07,20.37
"2021-12-03 09:37:02.1",5151947,0.065,0.065,0.071,20.35
"2021-12-03 09:37:02.15",5151948,0.066,0.062,0.072,20.37
"2021-12-03 09:37:02.2",5151949,0.069,0.065,0.067,20.33
"2021-12-03 09:37:02.25",5151950,0.067,0.066,0.068,20.33
"2021-12-03 09:37:02.3",5151951,0.067,0.069,0.075,20.33
"2021-12-03 09:37:02.35",5151952,0.065,0.069,0.075,20.36
"2021-12-03 09:37:02.4",5151953,0.064,0.071,0.073,20.33
"2021-12-03 09:37:02.45",5151954,0.064,0.076,0.072,20.32
"2021-12-03 09:37:02.5",5151955,0.067,0.077,0.071,20.35
"2021-12-03 09:37:02.55",5151956,0.067,0.078,0.073,20.33
"2021-12-03 09:37:02.6",5151957,0.067,0.081,0.076,20.33
"2021-12-03 09:37:02.65",5151958,0.069,0.078,0.078,20.33
"2021-12-03 09:37:02.7",5151959,0.069,0.074,0.078,20.35
"2021-12-03 09:37:02.75",5151960,0.069,0.073,0.078,20.35
"2021-12-03 09:37:02.8",5151961,0.069,0.074,0.077,20.36
"2021-12-03 09:37:02.85",5151962,0.068,0.077,0.078,20.36
"2021-12-03 09:37:02.9",5151963,0.066,0.08,0.075,20.35
"2021-12-03 09:37:02.95",5151964,0.066,0.083,0.074,20.34
"2021-12-03 09:37:03",5151965,0.064,0.085,0.075,20.36
"2021-12-03 09:37:03.05",5151966,0.06,0.087,0.076,20.33
"2021-12-03 09:37:03.1",5151967,0.059,0.091,0.077,20.33
"2021-12-03 09:37:03.15",5151968,0.057,0.089,0.074,20.35
"2021-12-03 09:37:03.2",5151969,0.059,0.091,0.072,20.33
"2021-12-03 09:37:03.25",5151970,0.06,0.094,0.071,20.35
"2021-12-03 09:37:03.3",5151971,0.06,0.098,0.069,20.33
"2021-12-03 09:37:03.35",5151972,0.064,0.099,0.066,20.39
"2021-12-03 09:37:03.4",5151973,0.062,0.104,0.063,20.4
"2021-12-03 09:37:03.45",5151974,0.062,0.107,0.064,20.39
"2021-12-03 09:37:03.5",5151975,0.067,0.109,0.062,20.39
"2021-12-03 09:37:03.55",5151976,0.065,0.111,0.06,20.39
"2021-12-03 09:37:03.6",5151977,0.069,0.11,0.059,20.38
"2021-12-03 09:37:03.65",5151978,0.072,0.108,0.057,20.36
"2021-12-03 09:37:03.7",5151979,0.075,0.108,0.054,20.37
"2021-12-03 09:37:03.75",5151980,0.078,0.105,0.053,20.34
"2021-12-03 09:37:03.8",5151981,0.081,0.104,0.052,20.31
"2021-12-03 09:37:03.85",5151982,0.076,0.105,0.05,20.31
"2021-12-03 09:37:03.9",5151983,0.078,0.105,0.047,20.3
"2021-12-03 09:37:03.95",5151984,0.075,0.108,0.046,20.29
"2021-12-03 09:37:04",5151985,0.073,0.104,0.046,20.25
"2021-12-03 09:37:04.05",5151986,0.074,0.106,0.046,20.26
"2021-12-03 09:37:04.1",5151987,0.069,0.109,0.048,20.26
"2021-12-03 09:37:04.15",5151988,0.071,0.11,0.048,20.3
"2021-12-03 09:37:04.2",5151989,0.069,0.11,0.05,20.31
"2021-12-03 09:37:04.25",5151990,0.065,0.105,0.05,20.31
"2021-12-03 09:37:04.3",5151991,0.065,0.105,0.05,20.3
"2021-12-03 09:37:04.35",5151992,0.063,0.101,0.048,20.27
"2021-12-03 09:37:04.4",5151993,0.061,0.101,0.048,20.3
"2021-12-03 09:37:04.45",5151994,0.06,0.098,0.05,20.29
"2021-12-03 09:37:04.5",5151995,0.061,0.098,0.049,20.29
"2021-12-03 09:37:04.55",5151996,0.062,0.095,0.049,20.29
"2021-12-03 09:37:04.6",5151997,0.066,0.098,0.05,20.27
"2021-12-03 09:37:04.65",5151998,0.065,0.096,0.05,20.29
"2021-12-03 09:37:04.7",5151999,0.065,0.096,0.051,20.3
"2021-12-03 09:37:04.75",5152000,0.068,0.096,0.051,20.27
"2021-12-03 09:37:04.8",5152001,0.068,0.092,0.055,20.27
"2021-12-03 09:37:04.85",5152002,0.069,0.091,0.059,20.27
"2021-12-03 09:37:04.9",5152003,0.071,0.093,0.063,20.29
"2021-12-03 09:37:04.95",5152004,0.071,0.094,0.065,20.26
"2021-12-03 09:37:05",5152005,0.068,0.092,0.068,20.29
"2021-12-03 09:37:05.05",5152006,0.068,0.094,0.067,20.29
"2021-12-03 09:37:05.1",5152007,0.068,0.095,0.068,20.29
"2021-12-03 09:37:05.15",5152008,0.065,0.093,0.069,20.27
"2021-12-03 09:37:05.2",5152009,0.066,0.095,0.071,20.29
"2021-12-03 09:37:05.25",5152010,0.063,0.096,0.074,20.27
"2021-12-03 09:37:05.3",5152011,0.057,0.095,0.072,20.3
"2021-12-03 09:37:05.35",5152012,0.055,0.095,0.073,20.31
"2021-12-03 09:37:05.4",5152013,0.06,0.096,0.075,20.33
"2021-12-03 09:37:05.45",5152014,0.062,0.095,0.074,20.33
"2021-12-03 09:37:05.5",5152015,0.062,0.093,0.074,20.33
"2021-12-03 09:37:05.55",5152016,0.061,0.093,0.076,20.37
"2021-12-03 09:37:05.6",5152017,0.062,0.094,0.075,20.38
