Date	Pressione atmosferica istantanea al livello della stazione a 2 m dal suolo (PA)	Irradianza globale visibile media oraria - componente dall'alto (W/M**2)	Precipitazione cumulata su 1 ora (KG/M**2)	Umidita' relativa dell'aria istantanea a 2 m dal suolo (%)	Temperatura dell'aria istantanea a 2 m dal suolo (°C)
31/05/2017 10:00:00	101050	857	0	30	28.1
31/05/2017 11:00:00	101020	887	0	29	29.2
31/05/2017 12:00:00	100990	904	0	29	29.1
31/05/2017 13:00:00	100930	794	0	28	29.9
31/05/2017 14:00:00	100890	577	0	29	29.9
31/05/2017 15:00:00	100840	531	0	24	30.6
31/05/2017 16:00:00	100820	246	0	20	30.8
31/05/2017 17:00:00	100810	291	0	20	30.1
31/05/2017 18:00:00	100820	105	0	24	28.4
31/05/2017 19:00:00	100830	7	0	21	26.9
31/05/2017 20:00:00	100870	-2	0	23	26
31/05/2017 21:00:00	100930	-1	0	25	25.4
31/05/2017 22:00:00	100960	0	0	28	24.6
31/05/2017 23:00:00	101040	0	0	29	24
01/06/2017 00:00:00	101080	-5	0	30	23.2
