Fine validità (UTC)	Pressione atmosferica istantanea al livello della stazione a 2 m dal suolo (PA)	Irradianza globale visibile media oraria - componente dall'alto (W/M**2 Precipitazione cumulata su 1 ora (KG/M**2)	Umidita' relativa dell'aria istantanea a 2 m dal suolo (%)	Temperatura dell'aria istantanea a 2 m dal suolo (°C)
01/12/2015 00:00:00	101480	0	0	93	4.4
01/12/2015 01:00:00	101470	-3	0	93	5.1
01/12/2015 02:00:00	101450	-10	0	91	5.1
01/12/2015 03:00:00	101460	-9	0	93	4.1
01/12/2015 04:00:00	101460	-7	0	89	5
01/12/2015 05:00:00	101480	-9	0	90	4.9
01/12/2015 06:00:00	101480	0	0	88	6
01/12/2015 07:00:00	101500	11	0	88	6.5
01/12/2015 08:00:00	101560	59	0	91	4.8
01/12/2015 09:00:00	101620	189	0	86	5.9
01/12/2015 10:00:00	101670	282	0	81	6.5
01/12/2015 11:00:00	101660	335	0	70	9.8
01/12/2015 12:00:00	101600	311	0	68	10.9
01/12/2015 13:00:00	101590	274	0	66	11.5
01/12/2015 14:00:00	101560	172	0	64	12.4
01/12/2015 15:00:00	101570	78	0	67	12
01/12/2015 16:00:00	101620	9	0	78	10.2
01/12/2015 17:00:00	101680	0	0	83	9.1
01/12/2015 18:00:00	101720	-1	0	85	8.8
01/12/2015 19:00:00	101750	-1	0	88	8
01/12/2015 20:00:00	101760	-3	0	91	7.2
01/12/2015 21:00:00	101830	-2	0	93	6.3
01/12/2015 22:00:00	101870	0	0	93	6.6
01/12/2015 23:00:00	101880	-3	0	93	6.2
02/12/2015 00:00:00	101870	0	0	93	6.1
02/12/2015 01:00:00	101860	-3	0	94	6.2
02/12/2015 02:00:00	101880	-14	0	93	5.2
02/12/2015 03:00:00	101880	-10	0	95	4.8
02/12/2015 04:00:00	101900	-11	0	95	4.9
02/12/2015 05:00:00	101910	-10	0	93	4.8
02/12/2015 06:00:00	101930	-4	0	93	5.7
02/12/2015 07:00:00	101990	8	0	93	5.3
02/12/2015 08:00:00	102010	87	0	84	7.2
02/12/2015 09:00:00	102090	206	0	81	7.4
02/12/2015 10:00:00	102130	285	0	83	8
02/12/2015 11:00:00	102130	323	0	75	10.1
02/12/2015 12:00:00	102100	305	0	71	10.8
02/12/2015 13:00:00	102070	249	0	70	11.6
02/12/2015 14:00:00	102020	168	0	64	12.4
02/12/2015 15:00:00	102010	72	0	73	11.1
02/12/2015 16:00:00	102050	7	0	92	8.5
02/12/2015 17:00:00	102090	-1	0	91	8.1
02/12/2015 18:00:00	102100	-2	0	90	7.5
02/12/2015 19:00:00	102140	-2	0	92	7.3
02/12/2015 20:00:00	102140	-1	0	93	6.9
02/12/2015 21:00:00	102160	0	0	93	6.4
02/12/2015 22:00:00	102170	-1	0	94	6.1
02/12/2015 23:00:00	102160	-2	0	93	6.1
03/12/2015 00:00:00	102180	-3	0	92	5.9
03/12/2015 01:00:00	102190	-1	0	92	5.6
03/12/2015 02:00:00	102190	-13	0	93	3.1
03/12/2015 03:00:00	102200	-9	0	93	2.6
03/12/2015 04:00:00	102190	-12	0	95	3.3
03/12/2015 05:00:00	102210	-9	0	94	4
03/12/2015 06:00:00	102250	-2	0	94	2.7
03/12/2015 07:00:00	102290	12	0	93	3.3
03/12/2015 08:00:00	102340	66	0	91	3.6
03/12/2015 09:00:00	102380	110	0	88	5.1
03/12/2015 10:00:00			0		
03/12/2015 11:00:00			0		
03/12/2015 12:00:00			0		
03/12/2015 13:00:00			0		
03/12/2015 14:00:00	102220	153	0	80	9.3
03/12/2015 15:00:00	102260	73	0	84	8.8
03/12/2015 16:00:00	102250	6	0	88	8.2
03/12/2015 17:00:00	102290	-4	0	95	5.6
03/12/2015 18:00:00	102340	-1	0	99	4.5
03/12/2015 19:00:00	102400	2	0	100	4.4
03/12/2015 20:00:00	102430	0	0	100	3.9
03/12/2015 21:00:00	102430	0	0	101	4
03/12/2015 22:00:00	102450	2	0	102	3.6
03/12/2015 23:00:00	102440	0	0	103	3.2
04/12/2015 00:00:00	102390	0	0	103	2.9
04/12/2015 01:00:00	102370	0	0	103	3.4
04/12/2015 02:00:00	102400	-4	0	103	3.4
04/12/2015 03:00:00	102450	-8	0	103	2.7
04/12/2015 04:00:00	102430	-3	0	103	2.3
04/12/2015 05:00:00	102430	-8	0	103	2.7
04/12/2015 06:00:00	102440	-2	0	103	2.9
04/12/2015 07:00:00	102450	6	0	103	3
04/12/2015 08:00:00	102480	28	0	103	2.6
04/12/2015 09:00:00	102550	60	0	103	2.9
04/12/2015 10:00:00	102560	98	0	103	3
04/12/2015 11:00:00	102490	120	0	103	4.3
04/12/2015 12:00:00	102440	128	0	101	5.1
04/12/2015 13:00:00	102420	257	0	94	5.2
04/12/2015 14:00:00	102450	122	0	97	4.9
04/12/2015 15:00:00	102480	22	0	100	4.6
04/12/2015 16:00:00	102520	3	0	100	4.5
04/12/2015 17:00:00	102550	0	0	101	4.2
04/12/2015 18:00:00	102570	1	0	102	4.2
04/12/2015 19:00:00	102590	3	0	102	4.3
04/12/2015 20:00:00	102610	0	0	103	4.2
04/12/2015 21:00:00	102620	2	0	103	4.2
04/12/2015 22:00:00	102620	-2	0	103	4.5
04/12/2015 23:00:00	102660	0	0	103	4.5
05/12/2015 00:00:00	102650	0	0	103	4.5
05/12/2015 01:00:00	102660	0	0	102	5
05/12/2015 02:00:00	102690	-6	0	103	4.7
05/12/2015 03:00:00	102690	-9	0	103	4.7
05/12/2015 04:00:00	102690	-8	0	103	4.5
05/12/2015 05:00:00	102720	-8	0	103	4.8
05/12/2015 06:00:00	102710	-1	0	102	5.1
05/12/2015 07:00:00	102740	0	0	103	5.2
05/12/2015 08:00:00	102780	9	0	103	5.1
05/12/2015 09:00:00	102800	29	0	103	5.5
05/12/2015 10:00:00	102830	42	0	103	5.6
05/12/2015 11:00:00	102800	44	0	103	5.8
05/12/2015 12:00:00	102720	64	0	103	5.6
05/12/2015 13:00:00	102660	77	0	103	6
05/12/2015 14:00:00	102640	84	0	103	6.9
05/12/2015 15:00:00	102620	32	0	103	7
05/12/2015 16:00:00	102640	5	0	101	7
05/12/2015 17:00:00	102640	0	0	98	7.2
05/12/2015 18:00:00	102650	0	0	98	6.9
05/12/2015 19:00:00	102700	2	0	99	6.5
05/12/2015 20:00:00	102700	-1	0	100	6.1
05/12/2015 21:00:00	102750	1	0	101	5.9
05/12/2015 22:00:00	102770	1	0	101	5.6
05/12/2015 23:00:00	102740	0	0	102	5.4
06/12/2015 00:00:00	102710	-2	0	102	5.2
06/12/2015 01:00:00	102690	2	0	103	5.1
06/12/2015 02:00:00	102660	-5	0	102	5.1
06/12/2015 03:00:00	102610	-7	0	102	4.6
06/12/2015 04:00:00	102600	-6	0	100	4.2
06/12/2015 05:00:00	102610	-2	0	102	4.3
06/12/2015 06:00:00	102650	0	0	102	3.9
06/12/2015 07:00:00	102670	-1	0	102	4.1
06/12/2015 08:00:00	102710	20	0	102	4.1
06/12/2015 09:00:00	102740	64	0	101	4.5
06/12/2015 10:00:00	102750	169	0	93	5.1
06/12/2015 11:00:00	102740	183	0	93	5.6
06/12/2015 12:00:00	102700	246	0	93	5.8
06/12/2015 13:00:00	102660	197	0	90	6.6
06/12/2015 14:00:00	102630	149	0	93	6.2
06/12/2015 15:00:00	102630	47	0	95	6
06/12/2015 16:00:00	102670	7	0	98	5.6
06/12/2015 17:00:00	102710	0	0	98	5.6
06/12/2015 18:00:00	102710	0	0	98	5.8
06/12/2015 19:00:00	102690	-2	0	97	5.8
06/12/2015 20:00:00	102700	0	0	97	5.9
06/12/2015 21:00:00	102730	-1	0	98	5.5
06/12/2015 22:00:00	102770	2	0	100	5.4
06/12/2015 23:00:00	102790	0	0	99	5.7
07/12/2015 00:00:00	102760	-2	0	99	5.9
07/12/2015 01:00:00	102750	0	0	97	6
07/12/2015 02:00:00	102770	-6	0	99	5.8
07/12/2015 03:00:00	102750	-7	0	97	6.3
07/12/2015 04:00:00	102760	-8	0	96	6
07/12/2015 05:00:00	102790	-8	0	94	6.5
07/12/2015 06:00:00	102820	-2	0	94	6.5
07/12/2015 07:00:00	102830	2	0	94	6.2
07/12/2015 08:00:00	102870	61	0	95	5.8
07/12/2015 09:00:00	102910	184	0	92	6.6
07/12/2015 10:00:00	102930	272	0	78	9.7
07/12/2015 11:00:00	102870	313	0	79	9.3
07/12/2015 12:00:00	102790	296	0	82	9.3
07/12/2015 13:00:00	102720	237	0	86	9
07/12/2015 14:00:00	102690	133	0	91	8
07/12/2015 15:00:00	102700	42	0	93	7.6
07/12/2015 16:00:00	102700	8	0	94	7.5
07/12/2015 17:00:00	102720	0	0	94	7.7
07/12/2015 18:00:00	102750	0	0	95	7.4
07/12/2015 19:00:00	102770	-1	0	95	7.5
07/12/2015 20:00:00	102780	0	0	94	7.5
07/12/2015 21:00:00	102760	1	0	95	7.7
07/12/2015 22:00:00	102750	0	0	92	8
07/12/2015 23:00:00	102730	1	0	92	8
08/12/2015 00:00:00	102710	-1	0	92	7.9
08/12/2015 01:00:00	102700	0	0	92	8
08/12/2015 02:00:00	102670	-7	0	93	7.9
08/12/2015 03:00:00	102620	-6	0	94	7.8
08/12/2015 04:00:00	102610	-7	0	93	7.9
08/12/2015 05:00:00	102620	-4	0	94	7.8
08/12/2015 06:00:00	102610	-1	0	92	7.9
08/12/2015 07:00:00	102620	3	0	92	7.9
08/12/2015 08:00:00	102630	36	0	88	8.1
08/12/2015 09:00:00	102650	94	0	86	8.3
08/12/2015 10:00:00	102630	215	0	80	9.3
08/12/2015 11:00:00	102570	171	0	83	8.8
08/12/2015 12:00:00	102500	182	0	80	9.5
08/12/2015 13:00:00	102430	204	0	72	10.6
08/12/2015 14:00:00	102390	107	0	76	10.4
08/12/2015 15:00:00	102370	74	0	74	10.7
08/12/2015 16:00:00	102370	4	0	80	9.8
08/12/2015 17:00:00	102380	-3	0	85	8.3
08/12/2015 18:00:00	102400	-4	0	88	7.8
08/12/2015 19:00:00	102390	-1	0	88	7.9
08/12/2015 20:00:00	102380	-2	0	85	8.3
08/12/2015 21:00:00	102360	-2	0	86	7.7
08/12/2015 22:00:00	102370	0	0	89	6.9
08/12/2015 23:00:00	102370	0	0	89	6.5
09/12/2015 00:00:00	102330	-1	0	90	6.1
09/12/2015 01:00:00	102320	0	0	89	5.9
09/12/2015 02:00:00	102350	-10	0	99	2.1
09/12/2015 03:00:00	102340	-10	0	101	1.9
09/12/2015 04:00:00	102320	-10	0	101	2.2
09/12/2015 05:00:00	102330	-5	0	101	1.4
09/12/2015 06:00:00	102350	-3	0	101	1
09/12/2015 07:00:00	102350	5	0	102	1.3
09/12/2015 08:00:00	102390	44	0	102	1.7
09/12/2015 09:00:00	102440	90	0	101	2.2
09/12/2015 10:00:00	102450	131	0	100	2.6
09/12/2015 11:00:00	102390	167	0	99	3.2
09/12/2015 12:00:00	102350	191	0	96	4.3
09/12/2015 13:00:00	102310	119	0	97	4.1
09/12/2015 14:00:00	102310	67	0	98	4.9
09/12/2015 15:00:00	102310	24	0	100	4.9
09/12/2015 16:00:00	102330	2	0	101	5
09/12/2015 17:00:00	102350	0	0	101	5.3
09/12/2015 18:00:00	102380	0	0	101	5.1
09/12/2015 19:00:00	102440	0	0	101	4.6
09/12/2015 20:00:00	102470	-2	0	102	4.2
09/12/2015 21:00:00	102510	0	0	103	4.2
09/12/2015 22:00:00	102500	0	0	103	3.8
09/12/2015 23:00:00	102520	0	0	103	3.6
10/12/2015 00:00:00	102530	0	0	103	3.9
10/12/2015 01:00:00	102530	1	0	103	4.2
10/12/2015 02:00:00	102550	-2	0	103	4.5
10/12/2015 03:00:00	102520	-4	0.2	101	4.7
10/12/2015 04:00:00	102510	-4	0	99	4.8
10/12/2015 05:00:00	102590	-9	0	102	4.4
10/12/2015 06:00:00	102630	-2	0	102	4.3
10/12/2015 07:00:00	102690	3	0	103	4.3
10/12/2015 08:00:00	102750	30	0	103	4.4
10/12/2015 09:00:00	102750	72	0	103	4.4
10/12/2015 10:00:00	102780	113	0	102	4.5
10/12/2015 11:00:00	102710	117	0	102	4.8
10/12/2015 12:00:00	102670	119	0	101	4.5
10/12/2015 13:00:00	102610	81	0	102	5
10/12/2015 14:00:00	102580	47	0	102	4.9
10/12/2015 15:00:00	102580	18	0	102	4.8
10/12/2015 16:00:00	102560	2	0	102	4.2
10/12/2015 17:00:00	102590	0	0	103	4
10/12/2015 18:00:00	102600	0	0	103	3.9
10/12/2015 19:00:00	102610	0	0	103	3.6
10/12/2015 20:00:00	102610	0	0	103	3.7
10/12/2015 21:00:00	102630	0	0	103	3.7
10/12/2015 22:00:00	102630	0	0	103	2.9
10/12/2015 23:00:00	102590	1	0	103	3
11/12/2015 00:00:00	102560	1	0	103	2.9
11/12/2015 01:00:00	102550	0	0		1.8
11/12/2015 02:00:00	102540	-3	0		1.8
11/12/2015 03:00:00	102480	-4	0		1.5
11/12/2015 04:00:00	102450	-4	0		1
11/12/2015 05:00:00	102430	-5	0		0.2
11/12/2015 06:00:00	102420	0	0		-0.3
11/12/2015 07:00:00	102380	7	0		0.3
11/12/2015 08:00:00	102390	83	0		1.1
11/12/2015 09:00:00	102360	203	0	103	2.9
11/12/2015 10:00:00	102410	312	0	97	2.7
11/12/2015 11:00:00	102300	344	0	78	6
11/12/2015 12:00:00	102200	340	0	73	6.7
11/12/2015 13:00:00	102110	261	0	68	8
11/12/2015 14:00:00	102080	184	0	73	7.5
11/12/2015 15:00:00	102090	82	0	72	7.6
11/12/2015 16:00:00	102050	7	0	87	6.4
11/12/2015 17:00:00	102030	-1	0	84	5.9
11/12/2015 18:00:00	102020	0	0	97	2.1
11/12/2015 19:00:00	101980	-2	0	101	2.1
11/12/2015 20:00:00	102010	0	0	102	1.7
11/12/2015 21:00:00	102020	-1	0	102	1.3
11/12/2015 22:00:00	102000	1	0	102	1.1
11/12/2015 23:00:00	101960	0	0	101	1.4
12/12/2015 00:00:00	101910	-2	0	100	0.8
12/12/2015 01:00:00	101890	0	0	102	0.2
12/12/2015 02:00:00	101860	-6	0	101	0.7
12/12/2015 03:00:00	101840	-8	0	101	-0.1
12/12/2015 04:00:00	101800	-10	0	100	-0.1
12/12/2015 05:00:00	101780	-10	0	98	-0.5
12/12/2015 06:00:00	101790	-4	0	97	0
12/12/2015 07:00:00	101830	3	0	91	1.8
12/12/2015 08:00:00	101860	65	0	88	2.4
12/12/2015 09:00:00	101870	189	0	83	3.6
12/12/2015 10:00:00	101850	291	0	76	6.6
12/12/2015 11:00:00	101790	332	0	72	7.3
12/12/2015 12:00:00	101780	321	0	74	7.4
12/12/2015 13:00:00	101740	248	0	72	8
12/12/2015 14:00:00	101690	165	0	77	8.1
12/12/2015 15:00:00	101690	70	0	85	6.6
12/12/2015 16:00:00	101710	3	0	88	5.5
12/12/2015 17:00:00	101730	0	0	90	4.9
12/12/2015 18:00:00	101760	0	0	95	3.5
12/12/2015 19:00:00	101780	0	0	99	2.7
12/12/2015 20:00:00	101780	-2	0	98	3
12/12/2015 21:00:00	101790	-2	0	97	2.1
12/12/2015 22:00:00	101750	0	0	99	2.2
12/12/2015 23:00:00	101760	-2	0	99	1.7
13/12/2015 00:00:00	101690	-2	0	100	2.2
13/12/2015 01:00:00	101660	0	0	99	0
13/12/2015 02:00:00	101640	-7	0	101	0.4
13/12/2015 03:00:00	101580	-10	0	101	0
13/12/2015 04:00:00	101540	-15	0	102	-0.6
13/12/2015 05:00:00	101530	-11	0	102	-0.1
13/12/2015 06:00:00	101520	-5	0	99	0.6
13/12/2015 07:00:00	101530	3	0	96	0.8
13/12/2015 08:00:00	101570	36	0	90	1.8
13/12/2015 09:00:00	101600	76	0	94	2.1
13/12/2015 10:00:00	101600	163	0	87	4.2
13/12/2015 11:00:00	101530	189	0	82	5.8
13/12/2015 12:00:00	101510	181	0	86	5.5
13/12/2015 13:00:00	101460	76	0	87	5.9
13/12/2015 14:00:00	101440	79	0	87	6.4
13/12/2015 15:00:00	101430	38	0	86	6.7
13/12/2015 16:00:00	101450	9	0	91	5.9
13/12/2015 17:00:00	101480	-2	0	93	5.6
13/12/2015 18:00:00	101510	0	0	88	6.3
13/12/2015 19:00:00	101550	0	0	90	5.8
13/12/2015 20:00:00	101560	-4	0	89	5.7
13/12/2015 21:00:00	101570	-4	0	88	6.1
13/12/2015 22:00:00	101580	-2	0	88	5.8
13/12/2015 23:00:00	101610	-2	0	92	5.4
14/12/2015 00:00:00	101590	0	0	91	5.6
14/12/2015 01:00:00	101600	0	0	90	5.4
14/12/2015 02:00:00	101610	-4	0	87	5.4
14/12/2015 03:00:00	101600	-7	0	90	5.3
14/12/2015 04:00:00	101580	-7	0	91	5.1
14/12/2015 05:00:00	101590	-8	0	91	5.2
14/12/2015 06:00:00	101620	-3	0	91	5.4
14/12/2015 07:00:00	101650	0	0	92	5.2
14/12/2015 08:00:00	101700	22	0	87	6
14/12/2015 09:00:00	101740	50	0	87	5.8
14/12/2015 10:00:00	101760	89	0	88	6.5
14/12/2015 11:00:00	101720	157	0	85	7.1
14/12/2015 12:00:00	101680	177	0	82	8
14/12/2015 13:00:00	101640	165	0	81	8.2
14/12/2015 14:00:00	101630	117	0	79	8.5
14/12/2015 15:00:00	101640	50	0	81	8.3
14/12/2015 16:00:00	101650	6	0	83	8.1
14/12/2015 17:00:00	101660	-1	0	86	8
14/12/2015 18:00:00	101700	1	0	87	7.7
14/12/2015 19:00:00	101720	0	0	87	7.6
14/12/2015 20:00:00	101770	0	0	90	6.7
14/12/2015 21:00:00	101790	-1	0	92	6.2
14/12/2015 22:00:00	101790	0	0	92	6.2
14/12/2015 23:00:00	101780	-1	0	91	6.2
15/12/2015 00:00:00	101790	0	0	91	6.3
15/12/2015 01:00:00	101790	2	0	91	6.3
15/12/2015 02:00:00	101820	-3	0	90	6.5
15/12/2015 03:00:00	101760	-7	0	90	6.4
15/12/2015 04:00:00	101730	-2	0	89	6.4
15/12/2015 05:00:00	101790	-6	0	90	6.4
15/12/2015 06:00:00	101820	0	0	92	5.9
15/12/2015 07:00:00	101800	2	0	91	5.9
15/12/2015 08:00:00	101850	62	0	90	6.5
15/12/2015 09:00:00	101920	130	0	81	8.2
15/12/2015 10:00:00	101960	115	0	81	8.3
15/12/2015 11:00:00	101880	185	0	78	9.3
15/12/2015 12:00:00	101850	151	0	80	9.4
15/12/2015 13:00:00	101810	109	0	82	9.2
15/12/2015 14:00:00	101790	75	0	84	9
15/12/2015 15:00:00	101840	57	0	85	9
15/12/2015 16:00:00	101850	5	0	86	8.9
15/12/2015 17:00:00	101890	0	0	85	9.1
15/12/2015 18:00:00	101920	2	0	85	8.8
15/12/2015 19:00:00	101960	-2	0	88	8.7
15/12/2015 20:00:00	101940	-3	0	86	8.4
15/12/2015 21:00:00	102000	0	0	88	8.1
15/12/2015 22:00:00	101970	1	0	88	7.9
15/12/2015 23:00:00	101980	-1	0	89	7.9
16/12/2015 00:00:00	101980	0	0	89	7.4
16/12/2015 01:00:00	101990	0	0	89	6.8
16/12/2015 02:00:00	102040	-8	0	88	6.6
16/12/2015 03:00:00	102040	-4	0	87	6.7
16/12/2015 04:00:00	102030	-3	0	86	7.1
16/12/2015 05:00:00	102000	-7	0	85	7.1
16/12/2015 06:00:00	101990	-1	0	85	6.9
16/12/2015 07:00:00	102050	4	0	82	7.6
16/12/2015 08:00:00	102120	35	0	86	7.1
16/12/2015 09:00:00	102150	117	0	86	8.1
16/12/2015 10:00:00	102170	198	0	82	8.8
16/12/2015 11:00:00	102170	187	0	86	8.7
16/12/2015 12:00:00	102150	118	0	85	9.2
16/12/2015 13:00:00	102130	95	0	84	9.6
16/12/2015 14:00:00	102120	89	0	80	10
16/12/2015 15:00:00	102130	53	0	78	10.2
16/12/2015 16:00:00	102140	7	0	84	9.5
16/12/2015 17:00:00	102150	2	0	84	8.3
16/12/2015 18:00:00	102190	-1	0	86	7.8
16/12/2015 19:00:00	102190	0	0	86	8
16/12/2015 20:00:00	102220	-1	0	87	7.2
16/12/2015 21:00:00	102230	-2	0	86	7.1
16/12/2015 22:00:00	102270	-2	0	88	6.6
16/12/2015 23:00:00	102290	-1	0	90	6.1
17/12/2015 00:00:00	102260	-1	0	89	6.5
17/12/2015 01:00:00	102250	-2	0	89	6.6
17/12/2015 02:00:00	102220	-5	0	89	6.8
17/12/2015 03:00:00	102210	-7	0	90	6.3
17/12/2015 04:00:00	102190	-6	0	91	6
17/12/2015 05:00:00	102160	-9	0	92	5.8
17/12/2015 06:00:00	102170	-2	0	91	5.7
17/12/2015 07:00:00	102220	5	0	90	5.9
17/12/2015 08:00:00	102260	64	0	89	6.3
17/12/2015 09:00:00	102270	110	0	84	7.7
17/12/2015 10:00:00	102240	247	0	78	9.1
17/12/2015 11:00:00	102180	289	0	70	10.8
17/12/2015 12:00:00	102140	284	0	70	10.8
17/12/2015 13:00:00	102070	230	0	67	11.2
17/12/2015 14:00:00	102050	168	0	62	12.2
17/12/2015 15:00:00	102020	87	0	62	12.1
17/12/2015 16:00:00	102010	10	0	69	10.9
17/12/2015 17:00:00	102000	-1	0	77	9.7
17/12/2015 18:00:00	102030	-3	0	78	9.2
17/12/2015 19:00:00	102020	-3	0	86	7.5
17/12/2015 20:00:00	102030	0	0	87	7.3
17/12/2015 21:00:00	102020	0	0	89	7.2
17/12/2015 22:00:00	102010	0	0	89	6.7
17/12/2015 23:00:00	101990	-1	0	91	6.2
18/12/2015 00:00:00	101990	0	0	89	6.4
18/12/2015 01:00:00	101960	0	0	89	6.3
18/12/2015 02:00:00	101960	-3	0	90	6.1
18/12/2015 03:00:00	101920	-8	0	89	6
18/12/2015 04:00:00	101910	-8	0	89	5.9
18/12/2015 05:00:00	101910	-6	0	89	5.9
18/12/2015 06:00:00	101910	0	0	88	6
18/12/2015 07:00:00	101940	3	0	89	5.6
18/12/2015 08:00:00	101960	60	0	88	6.5
18/12/2015 09:00:00	101970	177	0	80	8.5
18/12/2015 10:00:00	101960	264	0	76	9.4
18/12/2015 11:00:00	101930	323	0	72	10.8
18/12/2015 12:00:00	101860	231	0	60	14.7
18/12/2015 13:00:00	101810	244	0.2	63	11.9
18/12/2015 14:00:00	101760	170	0	63	12.1
18/12/2015 15:00:00	101800	57	0	66	11.6
18/12/2015 16:00:00	101800	5	0	73	10.9
18/12/2015 17:00:00	101840	-2	0	83	9.7
18/12/2015 18:00:00	101870	-2	0	86	8.6
18/12/2015 19:00:00	101870	0	0	89	8
18/12/2015 20:00:00	101880	-2	0	89	8.2
18/12/2015 21:00:00	101870	-1	0	90	7.6
18/12/2015 22:00:00	101910	0	0	91	7.4
18/12/2015 23:00:00	101900	0	0	91	7
19/12/2015 00:00:00	101880	-2	0	89	7.5
19/12/2015 01:00:00	101880	1	0	89	7.4
19/12/2015 02:00:00	101870	-5	0	90	7.1
19/12/2015 03:00:00	101830	-8	0	90	6.9
19/12/2015 04:00:00	101800	-10	0	90	6.8
19/12/2015 05:00:00	101810	-8	0	88	7.1
19/12/2015 06:00:00	101860	-2	0	88	7
19/12/2015 07:00:00	101890	2	0	90	6.5
19/12/2015 08:00:00	101920	62	0	86	7.2
19/12/2015 09:00:00	101960	178	0	83	8.3
19/12/2015 10:00:00	101990	238	0	84	8.8
19/12/2015 11:00:00	101930	263	0	79	9.9
19/12/2015 12:00:00	101870	299	0	74	11.4
19/12/2015 13:00:00	101790	241	0	69	12.6
19/12/2015 14:00:00	101750	165	0	67	13.3
19/12/2015 15:00:00	101780	71	0	74	12
19/12/2015 16:00:00	101810	8	0	82	10.8
19/12/2015 17:00:00	101850	0	0	86	9.6
19/12/2015 18:00:00	101870	-2	0	88	9.3
19/12/2015 19:00:00	101880	0	0	90	8.6
19/12/2015 20:00:00	101890	0	0	91	8.6
19/12/2015 21:00:00	101910	0	0	90	8.4
19/12/2015 22:00:00	101940	0	0	90	7.9
19/12/2015 23:00:00	101960	0	0	88	8
20/12/2015 00:00:00	101930	-3	0	89	7.3
20/12/2015 01:00:00	101950	-2	0	90	7
20/12/2015 02:00:00	101950	-5	0	88	7.2
20/12/2015 03:00:00	101940	-7	0	89	6.8
20/12/2015 04:00:00	101940	-9	0	90	6.3
20/12/2015 05:00:00	101950	-7	0	90	6.3
20/12/2015 06:00:00	101990	-2	0	91	5.9
20/12/2015 07:00:00	102000	2	0	90	6
20/12/2015 08:00:00	102040	65	0	87	6.6
20/12/2015 09:00:00	102090	177	0	81	8.3
20/12/2015 10:00:00	102100	265	0	80	9.7
20/12/2015 11:00:00	102080	305	0	76	11
20/12/2015 12:00:00	102030	309	0	71	12.2
20/12/2015 13:00:00	102000	243	0	70	12.8
20/12/2015 14:00:00	102000	163	0	74	12.2
20/12/2015 15:00:00	102000	68	0	77	11.9
20/12/2015 16:00:00	102030	8	0	81	11.3
20/12/2015 17:00:00	102050	0	0	84	10.5
20/12/2015 18:00:00	102090	-1	0	86	10
20/12/2015 19:00:00	102140	-3	0	90	8.1
20/12/2015 20:00:00	102170	-2	0	93	7.1
20/12/2015 21:00:00	102220	0	0	95	6.3
20/12/2015 22:00:00	102290	-2	0	100	4.1
20/12/2015 23:00:00	102310	-4	0	100	3.8
21/12/2015 00:00:00	102290	0	0	98	4.6
21/12/2015 01:00:00	102260	0	0	99	4
21/12/2015 02:00:00	102260	-8	0	100	4.4
21/12/2015 03:00:00	102260	-11	0	98	3.6
21/12/2015 04:00:00	102290	-10	0	99	2.9
21/12/2015 05:00:00	102300	-8	0	96	4.4
21/12/2015 06:00:00	102310	0	0	93	5.3
21/12/2015 07:00:00	102300	3	0	89	6.6
21/12/2015 08:00:00	102320	51	0	94	7.5
21/12/2015 09:00:00	102410	83	0	93	6.6
21/12/2015 10:00:00	102350	224	0	89	8.2
21/12/2015 11:00:00	102370	262	0	94	7.5
21/12/2015 12:00:00	102310	127	0	94	7.4
21/12/2015 13:00:00	102280	141	0	95	6.8
21/12/2015 14:00:00	102260	132	0	94	7.1
21/12/2015 15:00:00	102270	47	0	95	6.9
21/12/2015 16:00:00	102300	5	0	96	6.9
21/12/2015 17:00:00	102340	0	0	96	7
21/12/2015 18:00:00	102390	0	0	98	6.8
21/12/2015 19:00:00	102430	0	0	94	7.4
21/12/2015 20:00:00	102460	0	0	93	7.7
21/12/2015 21:00:00	102480	0	0	92	7.8
21/12/2015 22:00:00	102490	0	0	94	7.6
21/12/2015 23:00:00	102520	0	0	95	7.3
22/12/2015 00:00:00	102510	0	0	95	7.3
22/12/2015 01:00:00	102520	0	0	96	6.7
22/12/2015 02:00:00	102510	-7	0	98	5.9
22/12/2015 03:00:00	102510	-9	0	96	5.8
22/12/2015 04:00:00	102540	-9	0	96	5.8
22/12/2015 05:00:00	102630	-8	0	96	4.9
22/12/2015 06:00:00	102620	-3	0	99	5.6
22/12/2015 07:00:00	102630	2	0	97	5.8
22/12/2015 08:00:00	102690	62	0	96	6.3
22/12/2015 09:00:00	102730	179	0	89	8.5
22/12/2015 10:00:00	102730	126	0	96	8.7
22/12/2015 11:00:00	102710	119	0	94	9.5
22/12/2015 12:00:00	102640	111	0	92	9.8
22/12/2015 13:00:00	102580	124	0	89	10.3
22/12/2015 14:00:00	102540	67	0	93	9.6
22/12/2015 15:00:00	102540	32	0	94	9.6
22/12/2015 16:00:00	102540	5	0	96	9.2
22/12/2015 17:00:00	102550	0	0	98	8.8
22/12/2015 18:00:00	102560	-4	0	101	8.2
22/12/2015 19:00:00	102560	1	0	102	7.9
22/12/2015 20:00:00	102570	0	0	102	7.5
22/12/2015 21:00:00	102540	0	0	102	7.7
22/12/2015 22:00:00	102520	-2	0	102	6.6
22/12/2015 23:00:00	102520	0	0	103	6.8
23/12/2015 00:00:00	102500	0	0	102	6.8
23/12/2015 01:00:00	102470	0	0	102	6.4
23/12/2015 02:00:00	102440	-7	0	103	6.4
