Fine validità (UTC)	Pressione atmosferica istantanea al livello della stazione a 2 m dal suolo (PA)	Irradianza globale visibile media oraria - componente dall'alto (W/M**2)	Precipitazione cumulata su 1 ora (KG/M**2)	Umidita' relativa dell'aria istantanea a 2 m dal suolo (%)	Temperatura
02/05/2018 13:00:00	99940	406	0	85	16.4
02/05/2018 14:00:00	99900	206	0	85	16.3
02/05/2018 15:00:00	99840	220	0	84	16.4
02/05/2018 16:00:00	99780	219	0	86	15.8
02/05/2018 17:00:00	99730	99	0	87	15.3
02/05/2018 18:00:00	99760	35	0	90	14.7
02/05/2018 19:00:00	99780	1	0	91	14.4
02/05/2018 20:00:00	99790	0	0	92	14
02/05/2018 21:00:00	99760	-2	0	89	13.7
02/05/2018 22:00:00	99720	1	0	84	14
02/05/2018 23:00:00	99710	1	0	84	13.8
03/05/2018 00:00:00	99700	2	0	83	14
03/05/2018 01:00:00	99620	-1	0	84	13.9
03/05/2018 02:00:00	99630	-4	0	88	13.3
03/05/2018 03:00:00	99610	-2	0	87	13.2
03/05/2018 04:00:00	99590	-1	0	86	13.5
03/05/2018 05:00:00	99630	16	0	83	13.9
03/05/2018 06:00:00	99650	37	0	86	13.9
03/05/2018 07:00:00	99690	62	0.4	90	13.6
03/05/2018 08:00:00	99700	200	0.2	91	13.9
03/05/2018 09:00:00	99710	259	0	91	14.7
03/05/2018 10:00:00	99710	319	0	90	15.6
03/05/2018 11:00:00	99670	343	0	86	17
03/05/2018 12:00:00	99640	386	0	82	18
03/05/2018 13:00:00	99610	248	0	82	18.2
03/05/2018 14:00:00	99540	156	0	84	18
03/05/2018 15:00:00	99490	78	0	85	18
03/05/2018 16:00:00	99510	66	0	85	17.9
03/05/2018 17:00:00	99550	14	5.8	99	15.9
03/05/2018 18:00:00	99650	5	5.8	100	14.9
03/05/2018 19:00:00	99630	-1	2.2	101	14.9
03/05/2018 20:00:00	99680	0	0	101	15
03/05/2018 21:00:00	99740	0	0	100	15.1
03/05/2018 22:00:00	99750	0	0.2	101	15
03/05/2018 23:00:00	99770	0	0.2	100	15.1
04/05/2018 00:00:00	99810	0	0.2	101	15.1
04/05/2018 01:00:00	99780	0	1.8	102	15.3
04/05/2018 02:00:00	99810	1	0	100	15.2
04/05/2018 03:00:00	99830	0	0	100	14.9
04/05/2018 04:00:00	99880	0	0	99	14.8
04/05/2018 05:00:00	99930	11	0	99	15
04/05/2018 06:00:00	99980	64	0	99	15.3
04/05/2018 07:00:00	100000	275	0	93	16.6
04/05/2018 08:00:00	100030	442	0	83	18.3
04/05/2018 09:00:00	100060	470	0	75	19.5
04/05/2018 10:00:00	100080	445	0	66	20.2
04/05/2018 11:00:00	100100	726	0	55	20.6
04/05/2018 12:00:00	100150	351	0	59	20.2
04/05/2018 13:00:00	100160	560	0	59	20.6
04/05/2018 14:00:00	100160	242	0	59	20
04/05/2018 15:00:00	100200	272	0	61	20
04/05/2018 16:00:00	100240	130	0	63	19.6
04/05/2018 17:00:00	100280	71	0	68	19.1
04/05/2018 18:00:00	100340	27	0	72	18.6
04/05/2018 19:00:00	100390	0	0	74	18.4
04/05/2018 20:00:00	100470	-1	0	77	18
04/05/2018 21:00:00	100490	-1	0	78	17.6
04/05/2018 22:00:00	100490	-3	0	88	16.1
04/05/2018 23:00:00	100500	-1	0	89	16.2
05/05/2018 00:00:00	100500	-1	0	91	16.1
05/05/2018 01:00:00	100490	-3	0	93	15.4
05/05/2018 02:00:00	100520	-2	0	93	15.4
05/05/2018 03:00:00	100510	1	0	92	15.5
05/05/2018 04:00:00	100520	2	0	91	15.3
05/05/2018 05:00:00	100560	19	0	90	15.5
05/05/2018 06:00:00	100590	161	0	87	16.3
05/05/2018 07:00:00	100640	194	0	84	17.2
05/05/2018 08:00:00	100670	232	0	81	18
05/05/2018 09:00:00	100690	656	0	74	19.6
05/05/2018 10:00:00	100700	653	0	69	20.3
05/05/2018 11:00:00	100680	555	0	67	21.5
05/05/2018 12:00:00	100670	484	0	65	21.3
05/05/2018 13:00:00	100670	348	0	69	21.3
05/05/2018 14:00:00	100630	478	0	57	23.3
05/05/2018 15:00:00	100640	122	0	70	20.9
05/05/2018 16:00:00	100640	219	0	70	21.8
05/05/2018 17:00:00	100650	128	0	75	21.1
05/05/2018 18:00:00	100680	43	0	75	20.6
05/05/2018 19:00:00	100690	0	0	79	19.9
05/05/2018 20:00:00	100740	1	0	81	19.4
05/05/2018 21:00:00	100740	1	0	80	19.3
05/05/2018 22:00:00	100770	-1	0	80	19.2
05/05/2018 23:00:00	100790	-1	0	80	19.1
06/05/2018 00:00:00	100750	0	0	80	18.9
06/05/2018 01:00:00	100730	-1	0	80	18.7
06/05/2018 02:00:00	100720	2	0	81	18.3
06/05/2018 03:00:00	100710	-3	0	79	18.4
06/05/2018 04:00:00	100720	-1	0	81	18
06/05/2018 05:00:00	100740	35	0	80	18.3
06/05/2018 06:00:00	100780	67	0	82	18.1
06/05/2018 07:00:00	100770	190	0	81	18.5
06/05/2018 08:00:00	100800	206	0	81	19
06/05/2018 09:00:00	100790	347	0	78	20.2
06/05/2018 10:00:00	100780	509	0	72	21.6
06/05/2018 11:00:00	100710	777	0	59	23.8
06/05/2018 12:00:00	100670	626	0	53	23.5
06/05/2018 13:00:00	100620	582	0	49	24.2
06/05/2018 14:00:00	100570	653	0	37	25.1
06/05/2018 15:00:00	100530	534	0	39	25.3
06/05/2018 16:00:00	100520	255	0	43	24.5
06/05/2018 17:00:00	100500	191	0	44	24.6
06/05/2018 18:00:00	100530	65	0	40	23.8
06/05/2018 19:00:00	100560	2	0	47	22.9
06/05/2018 20:00:00	100620	-2	0	56	21.2
06/05/2018 21:00:00	100670	-4	0	63	19.4
06/05/2018 22:00:00	100690	0	0	62	19.6
06/05/2018 23:00:00	100690	0	0	65	19.1
07/05/2018 00:00:00	100720	-1	0	67	18.6
07/05/2018 01:00:00	100680	1	0	72	18.3
07/05/2018 02:00:00	100690	1	0	83	17.1
07/05/2018 03:00:00	100670	-2	0	86	16.4
07/05/2018 04:00:00	100670	0	0	87	15.9
07/05/2018 05:00:00	100690	44	0	87	15.8
07/05/2018 06:00:00	100700	188	0	81	17.3
07/05/2018 07:00:00	100700	322	0	72	19.1
07/05/2018 08:00:00	100690	491	0	61	20.8
07/05/2018 09:00:00	100680	707	0	57	22.1
07/05/2018 10:00:00	100670	798	0	53	22.5
07/05/2018 11:00:00	100630	854	0	47	24.1
07/05/2018 12:00:00	100580	740	0	43	24.1
07/05/2018 13:00:00	100510	559	0	43	24.2
07/05/2018 14:00:00	100440	523	0	42	24.5
07/05/2018 15:00:00	100390	213	0	41	24.2
07/05/2018 16:00:00	100360	183	0	40	24.4
07/05/2018 17:00:00	100340	146	0	47	23.9
07/05/2018 18:00:00	100350	65	0	54	22.6
07/05/2018 19:00:00	100350	4	0	56	22
07/05/2018 20:00:00	100390	0	0	60	21
07/05/2018 21:00:00	100360	-2	0	61	20.7
07/05/2018 22:00:00	100340	-2	0	64	19.6
07/05/2018 23:00:00	100320	0	0	65	19.2
08/05/2018 00:00:00	100280	-2	0	68	18.4
08/05/2018 01:00:00	100220	-2	0	74	17.8
08/05/2018 02:00:00	100180	2	0	80	17.4
08/05/2018 03:00:00	100150	3	0	81	17.5
08/05/2018 04:00:00	100150	-3	0	81	17.3
08/05/2018 05:00:00	100140	50	0	75	18.2
08/05/2018 06:00:00	100110	216	0	73	18.7
08/05/2018 07:00:00	100100	332	0	70	19.1
08/05/2018 08:00:00	100100	493	0	66	20.2
08/05/2018 09:00:00	100060	707	0	61	21.5
08/05/2018 10:00:00	100000	786	0	54	23.3
08/05/2018 11:00:00	99930	817	0	47	24.2
08/05/2018 12:00:00	99850	766	0	43	24.1
08/05/2018 13:00:00	99750	737	0	39	25.2
08/05/2018 14:00:00	99730	477	0	38	24.8
08/05/2018 15:00:00	99710	335	0	40	24.4
08/05/2018 16:00:00	99720	190	0	42	23.7
08/05/2018 17:00:00	99670	106	0	34	23.6
08/05/2018 18:00:00	99670	37	0	40	23.2
08/05/2018 19:00:00	99780	6	0	60	19.8
08/05/2018 20:00:00	99800	-2	0	60	19.7
08/05/2018 21:00:00	99800	-2	0.6	85	18.1
08/05/2018 22:00:00	99810	0	0	85	17.8
08/05/2018 23:00:00	99840	0	0	82	17.9
09/05/2018 00:00:00	99830	0	0	82	17.6
09/05/2018 01:00:00	99800	-2	0	86	16.7
09/05/2018 02:00:00	99780	0	0	85	16.7
09/05/2018 03:00:00	99760	-2	0	86	16.4
09/05/2018 04:00:00	99750	1	0	85	16.4
09/05/2018 05:00:00	99770	16	0	83	16.6
09/05/2018 06:00:00	99800	54	0	85	16.7
09/05/2018 07:00:00	99840	127	0	87	17
09/05/2018 08:00:00	99860	138	0	86	17.1
09/05/2018 09:00:00	99890	142	0	84	17.3
09/05/2018 10:00:00	99880	135	0	84	17.5
09/05/2018 11:00:00	99880	182	0	77	18.4
09/05/2018 12:00:00	99840	433	0	65	19.3
09/05/2018 13:00:00	99810	395	0	64	19.5
09/05/2018 14:00:00	99760	305	0	63	19.6
09/05/2018 15:00:00	99730	237	0	64	19.7
09/05/2018 16:00:00	99730	212	0	59	20.6
09/05/2018 17:00:00	99760	116	0	62	20.3
09/05/2018 18:00:00	99770	28	0	70	19.5
09/05/2018 19:00:00	99770	3	0	70	19
09/05/2018 20:00:00	99850	0	0	72	18.8
09/05/2018 21:00:00	99890	0	0	73	18.5
09/05/2018 22:00:00	99900	-1	0	79	18
09/05/2018 23:00:00	99900	0	0	81	17.5
10/05/2018 00:00:00	99880	0	0	83	17.2
10/05/2018 01:00:00	99860	-1	0	85	16.8
10/05/2018 02:00:00	99860	-2	0	86	16.4
10/05/2018 03:00:00	99890	0	0	88	15.7
10/05/2018 04:00:00	99940	0	0	89	15.4
10/05/2018 05:00:00	99990	47	0	86	15.8
10/05/2018 06:00:00	100040	140	0	83	16.3
10/05/2018 07:00:00	100080	80	0	90	16.1
10/05/2018 08:00:00	100120	279	0.6	89	16.6
10/05/2018 09:00:00	100180	383	0	79	18.1
10/05/2018 10:00:00	100190	513	0	76	18.7
10/05/2018 11:00:00	100190	733	0	72	19.5
10/05/2018 12:00:00	100220	436	0	68	19.9
10/05/2018 13:00:00	100190	269	0	71	19.5
10/05/2018 14:00:00	100170	512	0	63	21.4
10/05/2018 15:00:00	100150	500	0	53	23.3
10/05/2018 16:00:00	100150	249	0	56	22.2
10/05/2018 17:00:00	100170	202	0	59	21.9
10/05/2018 18:00:00	100210	72	0	62	21.6
10/05/2018 19:00:00	100280	3	0	74	19.7
10/05/2018 20:00:00	100380	-6	0	75	18.9
10/05/2018 21:00:00	100420	-3	0	81	17.9
10/05/2018 22:00:00	100440	0	0	82	17.6
10/05/2018 23:00:00	100440	0	0	82	17.5
11/05/2018 00:00:00	100450	0	0	84	16.6
11/05/2018 01:00:00	100450	0	0	83	16.5
11/05/2018 02:00:00	100470	-1	0	84	16
11/05/2018 03:00:00	100490	-1	0	85	15.6
11/05/2018 04:00:00	100500	-2	0	83	15.6
11/05/2018 05:00:00	100570	74	0	83	15.7
11/05/2018 06:00:00	100610	244	0	77	17.1
11/05/2018 07:00:00	100630	351	0	66	19.6
11/05/2018 08:00:00	100660	541	0	59	21.7
11/05/2018 09:00:00	100650	734	0	51	22.9
11/05/2018 10:00:00	100670	810	0	45	23.9
11/05/2018 11:00:00	100630	687	0	43	23.8
11/05/2018 12:00:00	100580	784	0	39	24.5
11/05/2018 13:00:00	100560	561	0	38	24.6
11/05/2018 14:00:00	100530	670	0	34	25.6
11/05/2018 15:00:00	100530	188	0	51	22.9
11/05/2018 16:00:00	100510	192	0	50	23.2
11/05/2018 17:00:00	100520	232	0	46	23.4
11/05/2018 18:00:00	100590	44	0	52	22.3
11/05/2018 19:00:00	100640	0	0	59	21.2
11/05/2018 20:00:00	100690	-2	0	65	20.1
11/05/2018 21:00:00	100700	-5	0	82	18.4
11/05/2018 22:00:00	100720	-2	0	82	18.1
11/05/2018 23:00:00	100750	-1	0	84	17.7
12/05/2018 00:00:00	100730	-4	0	84	17.5
12/05/2018 01:00:00	100710	-2	0	87	16.4
12/05/2018 02:00:00	100710	2	0	87	15.9
12/05/2018 03:00:00	100700	-2	0	86	15.7
12/05/2018 04:00:00	100710	0	0	86	15.9
12/05/2018 05:00:00	100700	64	0	84	16.1
12/05/2018 06:00:00	100720	208	0	80	17.1
12/05/2018 07:00:00	100740	335	0	74	19
12/05/2018 08:00:00	100720	468	0	65	21
12/05/2018 09:00:00	100680	719	0	62	21.7
12/05/2018 10:00:00	100640	816	0	55	22.9
12/05/2018 11:00:00	100580	827	0	48	24.7
12/05/2018 12:00:00	100500	790	0	43	24.9
12/05/2018 13:00:00	100450	529	0	44	24.4
12/05/2018 14:00:00	100390	238	0	48	23.1
12/05/2018 15:00:00	100400	123	0	55	22
12/05/2018 16:00:00	100410	118	0	52	20.5
12/05/2018 17:00:00	100360	104	0	48	21.1
12/05/2018 18:00:00	100320	78	0	47	21.6
12/05/2018 19:00:00	100340	4	0	57	19.9
12/05/2018 20:00:00	100360	-2	0	56	20.5
12/05/2018 21:00:00	100340	-2	0	55	20.2
12/05/2018 22:00:00	100310	0	0	52	19.7
12/05/2018 23:00:00	100320	0	0	48	19.3
13/05/2018 00:00:00	100320	-1	0	48	18.4
13/05/2018 01:00:00	100300	-2	0	48	17.9
13/05/2018 02:00:00	100280	0	0	51	17.2
13/05/2018 03:00:00	100270	-1	0	54	16.4
13/05/2018 04:00:00	100270	-2	0	57	15.8
13/05/2018 05:00:00	100290	75	0	61	15.8
13/05/2018 06:00:00	100290	249	0	58	16.9
13/05/2018 07:00:00	100250	367	0	54	18.8
13/05/2018 08:00:00	100220	555	0	49	21.1
13/05/2018 09:00:00	100190	759	0	41	22.4
13/05/2018 10:00:00	100140	855	0	32	24.5
13/05/2018 11:00:00	100100	883	0	26	24.7
13/05/2018 12:00:00	100040	925	0	28	24.9
13/05/2018 13:00:00	99960	871	0	27	24.8
13/05/2018 14:00:00	99920	690	0	28	25
13/05/2018 15:00:00	99870	566	0	29	24.8
13/05/2018 16:00:00	99860	267	0	32	23.2
13/05/2018 17:00:00	99860	214	0	36	21.7
13/05/2018 18:00:00	99880	44	0	42	20.8
13/05/2018 19:00:00	99930	2	0	43	20.3
13/05/2018 20:00:00	99960	-2	0	48	19.5
13/05/2018 21:00:00	99960	-2	0	51	18.8
13/05/2018 22:00:00	99970	-1	0	54	18.3
13/05/2018 23:00:00	99980	-4	0.8	70	16.7
14/05/2018 00:00:00	99950	-1	0.8	86	15.5
14/05/2018 01:00:00	99910	-1	0.4	85	15.4
14/05/2018 02:00:00	99910	1	0.2	86	14.9
14/05/2018 03:00:00	99960	-1	0.2	86	14.2
14/05/2018 04:00:00	99980	2	0	83	13.5
14/05/2018 05:00:00	100040	23	0	80	13.4
14/05/2018 06:00:00	100060	253	0	74	14.3
14/05/2018 07:00:00	100100	382	0	63	16.5
14/05/2018 08:00:00	100100	474	0	66	16.6
14/05/2018 09:00:00	100110	661	0	54	17.8
14/05/2018 10:00:00	100160	606	0	45	18.5
14/05/2018 11:00:00	100190	325	0	52	17.5
14/05/2018 12:00:00	100210	222	0	42	17.7
14/05/2018 13:00:00	100200	479	0	44	18.6
14/05/2018 14:00:00	100160	649	0	36	20.1
14/05/2018 15:00:00	100130	651	0	42	19.3
14/05/2018 16:00:00	100130	171	0	42	19.1
14/05/2018 17:00:00	100150	59	0	55	16
14/05/2018 18:00:00	100190	53	0	49	16.3
14/05/2018 19:00:00	100180	4	0	47	16.4
14/05/2018 20:00:00	100250	-4	0	54	15.4
14/05/2018 21:00:00	100220	-2	0	54	14.6
14/05/2018 22:00:00	100240	-1	0	53	14.3
14/05/2018 23:00:00	100180	-1	0	54	13.7
15/05/2018 00:00:00	100170	-2	0	55	13.4
15/05/2018 01:00:00	100130	-2	0	54	13.1
15/05/2018 02:00:00	100070	3	0	55	12.7
15/05/2018 03:00:00	100020	2	0	56	12.4
15/05/2018 04:00:00	100070	2	0	56	12.2
15/05/2018 05:00:00	100020	100	0	55	12.5
15/05/2018 06:00:00	100030	305	0	51	13.7
15/05/2018 07:00:00	100030	389	0	46	15.3
15/05/2018 08:00:00	100050	662	0	42	16.9
15/05/2018 09:00:00	100080	699	0	48	16.6
15/05/2018 10:00:00	100110	776	0	39	17.6
15/05/2018 11:00:00	100110	917	0	34	18.7
15/05/2018 12:00:00	100110	697	0	33	18.6
15/05/2018 13:00:00	100120	684	0	34	18.6
15/05/2018 14:00:00	100120	446	0	36	18.2
15/05/2018 15:00:00	100170	87	0	46	17.2
15/05/2018 16:00:00	100180	18	0	69	13.8
15/05/2018 17:00:00	100230	6	0.8	85	12.7
15/05/2018 18:00:00	100270	12	0	85	12.8
15/05/2018 19:00:00	100290	4	0	86	12.6
15/05/2018 20:00:00	100320	0	0	83	12.7
15/05/2018 21:00:00	100330	0	0	82	12.7
15/05/2018 22:00:00	100360	1	0	80	13
15/05/2018 23:00:00	100370	-1	0	82	12.9
16/05/2018 00:00:00	100350	0	0	79	13.2
16/05/2018 01:00:00	100350	0	0	78	13.1
16/05/2018 02:00:00	100340	-2	0	78	12.6
16/05/2018 03:00:00	100350	-1	0	78	12.2
16/05/2018 04:00:00	100370	4	0	80	11.7
16/05/2018 05:00:00	100400	92	0	77	12.2
16/05/2018 06:00:00	100440	283	0	69	14.1
16/05/2018 07:00:00	100450	349	0	54	16.2
16/05/2018 08:00:00	100460	593	0	52	17
16/05/2018 09:00:00	100460	766	0	42	18.2
16/05/2018 10:00:00	100460	797	0	38	19.8
16/05/2018 11:00:00	100450	863	0	35	20.8
16/05/2018 12:00:00	100400	622	0	39	20.6
16/05/2018 13:00:00	100370	423	0	40	20.6
16/05/2018 14:00:00	100320	476	0	41	21.1
16/05/2018 15:00:00	100330	164	0	41	20.5
16/05/2018 16:00:00	100350	38	0	56	17
16/05/2018 17:00:00	100330	41	0	69	16.1
16/05/2018 18:00:00	100370	47	0	60	17.2
16/05/2018 19:00:00	100420	1	0	61	17
16/05/2018 20:00:00	100450	-4	0	63	16.3
16/05/2018 21:00:00	100460	-2	0	60	16.5
16/05/2018 22:00:00	100430	-3	0	59	16.1
16/05/2018 23:00:00	100470	-2	0	60	15.7
17/05/2018 00:00:00	100500	-4	0	60	15.3
17/05/2018 01:00:00	100480	-4	0	60	15.1
17/05/2018 02:00:00	100490	-1	0	60	14.9
17/05/2018 03:00:00	100510	-1	0	64	13.8
17/05/2018 04:00:00	100550	2	0	64	14.3
17/05/2018 05:00:00	100590	64	0	66	13.7
17/05/2018 06:00:00	100610	205	0	62	14.9
17/05/2018 07:00:00	100630	356	0	60	16.6
17/05/2018 08:00:00	100650	469	0	55	17.8
17/05/2018 09:00:00	100670	511	0	53	18.9
17/05/2018 10:00:00	100670	666	0	52	19.5
17/05/2018 11:00:00	100640	652	0	49	19.9
17/05/2018 12:00:00	100610	461	0	48	19.9
17/05/2018 13:00:00	100560	744	0	43	20.8
17/05/2018 14:00:00	100540	209	0	45	20.4
17/05/2018 15:00:00	100590	95	0	55	17.6
17/05/2018 16:00:00	100620	23	0	59	16.2
17/05/2018 17:00:00	100630	29	0.4	69	15.8
17/05/2018 18:00:00	100640	41	0	67	15.6
17/05/2018 19:00:00	100640	14	0	62	16.2
17/05/2018 20:00:00	100690	-1	0	68	15.9
17/05/2018 21:00:00	100740	-1	0	83	14.6
17/05/2018 22:00:00	100770	0	0	83	14.9
17/05/2018 23:00:00	100780	0	0	84	15
18/05/2018 00:00:00	100740	0	0	87	14.6
18/05/2018 01:00:00	100730	-1	0	87	14
18/05/2018 02:00:00	100730	0	0	90	13.2
18/05/2018 03:00:00	100740	-1	0	90	12.7
18/05/2018 04:00:00	100740	5	0	89	12.5
18/05/2018 05:00:00	100780	95	0	86	12.8
18/05/2018 06:00:00	100810	273	0	77	14.6
18/05/2018 07:00:00	100820	351	0	62	17
18/05/2018 08:00:00	100830	595	0	59	18.6
18/05/2018 09:00:00	100820	766	0	52	19.7
18/05/2018 10:00:00	100820	875	0	45	21.1
18/05/2018 11:00:00	100790	827	0	42	21.4
18/05/2018 12:00:00	100740	941	0	36	22.2
18/05/2018 13:00:00	100690	795	0	38	22
18/05/2018 14:00:00	100640	715	0	32	22.9
18/05/2018 15:00:00	100600	518	0	34	23
18/05/2018 16:00:00	100570	297	0	33	23
18/05/2018 17:00:00	100570	225	0	35	22.9
18/05/2018 18:00:00	100620	96	0	39	22.2
18/05/2018 19:00:00	100660	8	0	45	21.3
18/05/2018 20:00:00	100710	-2	0	51	19.8
18/05/2018 21:00:00	100730	-2	0	54	18.9
18/05/2018 22:00:00	100730	-2	0	61	17.2
18/05/2018 23:00:00	100730	-5	0	69	15.7
19/05/2018 00:00:00	100730	-2	0	78	14.9
19/05/2018 01:00:00	100720	-2	0	84	14.2
19/05/2018 02:00:00	100690	-4	0	87	13.4
19/05/2018 03:00:00	100670	-1	0	86	13.2
19/05/2018 04:00:00	100690	5	0	87	12.7
19/05/2018 05:00:00	100730	100	0	83	13.5
19/05/2018 06:00:00	100760	280	0	75	15.4
19/05/2018 07:00:00	100780	355	0	60	18.5
19/05/2018 08:00:00	100800	590	0	56	20.5
19/05/2018 09:00:00	100810	764	0	47	21.6
19/05/2018 10:00:00	100790	869	0	41	22
19/05/2018 11:00:00	100740	891	0	40	22.7
19/05/2018 12:00:00	100690	781	0	39	23
19/05/2018 13:00:00	100660	740	0	35	23.2
19/05/2018 14:00:00	100600	447	0	33	24.3
19/05/2018 15:00:00	100550	478	0	32	24.2
19/05/2018 16:00:00	100540	262	0	32	23.8
19/05/2018 17:00:00	100540	157	0	40	23.2
19/05/2018 18:00:00	100570	47	0	40	22.4
19/05/2018 19:00:00	100600	11	0	44	21.4
19/05/2018 20:00:00	100650	-3	0	49	20.3
19/05/2018 21:00:00	100700	-5	0	51	19.6
19/05/2018 22:00:00	100710	-3	0	54	18.9
19/05/2018 23:00:00	100740	-3	0	64	16.5
20/05/2018 00:00:00	100770	-3	0	70	15.7
20/05/2018 01:00:00	100740	0	0	82	14.8
20/05/2018 02:00:00	100720	0	0	84	14.2
20/05/2018 03:00:00	100730	0	0	85	13.8
20/05/2018 04:00:00	100740	4	0	85	13.4
20/05/2018 05:00:00	100760	95	0	82	14
20/05/2018 06:00:00	100790	274	0	75	16.1
20/05/2018 07:00:00	100800	368	0	67	18.1
20/05/2018 08:00:00	100800	589	0	62	20
20/05/2018 09:00:00	100790	763	0	57	21.6
20/05/2018 10:00:00	100770	739	0	59	21.6
20/05/2018 11:00:00	100720	725	0	54	22.5
20/05/2018 12:00:00	100660	737	0	48	22.9
20/05/2018 13:00:00	100630	413	0	39	23.7
20/05/2018 14:00:00	100560	795	0	33	24.1
20/05/2018 15:00:00	100520	584	0	36	24.1
20/05/2018 16:00:00	100480	280	0	37	23.8
20/05/2018 17:00:00	100460	280	0	40	23.4
20/05/2018 18:00:00	100520	55	0	43	22.5
20/05/2018 19:00:00	100600	6	0	47	21.7
20/05/2018 20:00:00	100650	1	0	49	21.4
20/05/2018 21:00:00	100690	-6	0	59	20.2
20/05/2018 22:00:00	100700	-3	0	61	19.5
20/05/2018 23:00:00	100700	-1	0	65	18.3
21/05/2018 00:00:00	100670	0	0	64	17.9
21/05/2018 01:00:00	100620	0	0	65	17.4
21/05/2018 02:00:00	100620	-1	0	65	17.1
21/05/2018 03:00:00	100620	2	0	65	17
21/05/2018 04:00:00	100640	5	0	66	16.7
21/05/2018 05:00:00	100650	67	0	66	16.9
21/05/2018 06:00:00	100650	153	0	65	17.1
21/05/2018 07:00:00	100650	288	0	62	18.5
21/05/2018 08:00:00	100620	568	0	55	20.8
21/05/2018 09:00:00	100600	742	0	49	22.2
21/05/2018 10:00:00	100580	837	0	47	22.7
21/05/2018 11:00:00	100530	796	0	44	23.6
21/05/2018 12:00:00	100430	585	0	43	23.9
21/05/2018 13:00:00	100360	405	0	40	24
21/05/2018 14:00:00	100340	91	0	52	22.2
21/05/2018 15:00:00	100350	67	0.2	60	20.1
21/05/2018 16:00:00	100330	87	0	64	19.2
21/05/2018 17:00:00	100300	144	0	62	19.8
21/05/2018 18:00:00	100310	61	0	61	19.6
21/05/2018 19:00:00	100320	2	0	64	19.2
21/05/2018 20:00:00	100340	-1	0	67	18.8
21/05/2018 21:00:00	100390	0	0	79	18.5
21/05/2018 22:00:00	100370	0	0	81	17.9
21/05/2018 23:00:00	100350	0	0	80	17.5
22/05/2018 00:00:00	100330	0	0	82	17.1
22/05/2018 01:00:00	100330	0	0.8	90	16.6
22/05/2018 02:00:00	100340	0	1.8	96	15.8
22/05/2018 03:00:00	100330	0	5	98	15.1
22/05/2018 04:00:00	100350	4	2	97	15.3
22/05/2018 05:00:00	100370	8	0	96	15.4
22/05/2018 06:00:00	100390	72	0	96	15.6
22/05/2018 07:00:00	100460	63	0	95	15.9
22/05/2018 08:00:00	100480	131	0	95	16.4
22/05/2018 09:00:00	100490	220	0	88	17.2
22/05/2018 10:00:00	100470	479	0	78	19.2
22/05/2018 11:00:00	100470	562	0	74	19.9
22/05/2018 12:00:00	100480	449	0	73	20.4
22/05/2018 13:00:00	100510	215	0.2	76	20
22/05/2018 14:00:00	100480	375	0	79	20
22/05/2018 15:00:00	100470	187	0	83	19.5
22/05/2018 16:00:00	100470	256	0	82	19.8
22/05/2018 17:00:00	100480	138	0	77	19.7
22/05/2018 18:00:00	100470	53	0.4	89	19.1
22/05/2018 19:00:00	100540	11	0	89	18.4
22/05/2018 20:00:00	100570	-2	0	87	18.2
22/05/2018 21:00:00	100620	-5	0	84	18.1
22/05/2018 22:00:00	100620	0	0	86	17.9
22/05/2018 23:00:00	100630	0	0	93	17.2
23/05/2018 00:00:00	100640	-2	0	92	16.7
23/05/2018 01:00:00	100630	0	0	94	16
23/05/2018 02:00:00	100620	-1	0	95	16.1
23/05/2018 03:00:00	100640	-1	0	96	16.1
23/05/2018 04:00:00	100660	5	0	95	16.1
23/05/2018 05:00:00	100690	60	0	90	16.8
23/05/2018 06:00:00	100720	209	0	84	17.5
23/05/2018 07:00:00	100740	261	0	80	18.5
23/05/2018 08:00:00	100770	365	0	72	19.9
23/05/2018 09:00:00	100740	513	0	72	20.8
23/05/2018 10:00:00	100760	590	0	65	21.7
23/05/2018 11:00:00	100760	331	0	68	21.2
23/05/2018 12:00:00	100780	248	7	98	17.5
23/05/2018 13:00:00	100770	241	0	92	18.7
23/05/2018 14:00:00	100730	617	0	77	21.2
23/05/2018 15:00:00	100680	600	0	63	22.6
23/05/2018 16:00:00	100690	319	0.2	62	22.7
23/05/2018 17:00:00	100650	306	0	61	22.6
23/05/2018 18:00:00	100680	95	0	65	21.7
23/05/2018 19:00:00	100730	9	0	76	20.4
23/05/2018 20:00:00	100790	-8	0	82	18.5
23/05/2018 21:00:00	100780	-3	0	84	18.1
23/05/2018 22:00:00	100780	-2	0	86	17.8
23/05/2018 23:00:00	100810	-1	0	86	17.3
24/05/2018 00:00:00	100800	-1	0	84	17.1
24/05/2018 01:00:00	100770	-1	0	84	16.7
24/05/2018 02:00:00	100780	-2	0	83	16.2
24/05/2018 03:00:00	100800	2	0	84	15.7
24/05/2018 04:00:00	100800	6	0	82	15.7
24/05/2018 05:00:00	100800	86	0	78	16.2
24/05/2018 06:00:00	100810	275	0	74	17.7
24/05/2018 07:00:00	100830	383	0	65	20.3
24/05/2018 08:00:00	100830	590	0	63	21.8
24/05/2018 09:00:00	100850	758	0	56	23.2
24/05/2018 10:00:00	100830	766	0	53	24
24/05/2018 11:00:00	100790	693	0	50	24.2
24/05/2018 12:00:00	100740	838	0	44	25.6
24/05/2018 13:00:00	100690	822	0	43	25.3
24/05/2018 14:00:00	100640	659	0	42	25.9
