Fine validità (UTC)	Pressione atmosferica istantanea al livello della stazione a 2 m dal suolo (PA)	Irradianza globale visibile media oraria - componente dall'alto (W/M**2)	Precipitazione cumulata su 1 ora (KG/M**2)	Umidita' relativa dell'aria istantanea a 2 m dal suolo (%)	Temperatura
01/03/2018 00:00:00	101030	0	0	97	-1.8
01/03/2018 01:00:00	100970	0	0	99	-2.2
01/03/2018 02:00:00	100910	-2	0	100	-2.1
01/03/2018 03:00:00	100850	-5	0	101	-2
01/03/2018 04:00:00	100770	-1	0	101	-2.8
01/03/2018 05:00:00	100720	-5	0	100	-3.1
01/03/2018 06:00:00	100660	1	0	100	-3.1
01/03/2018 07:00:00	100640	9	0	100	-2.7
01/03/2018 08:00:00	100640	21	0	100	-2.5
01/03/2018 09:00:00	100610	56	0	100	-2.4
01/03/2018 10:00:00	100570	72	0	100	-2.6
01/03/2018 11:00:00	100520	94	0	99	-2.6
01/03/2018 12:00:00	100420	91	0	98	-2.4
01/03/2018 13:00:00	100320	113	0	98	-2.6
01/03/2018 14:00:00	100250	74	0	98	-2.5
01/03/2018 15:00:00	100150	51	0	98	-2.6
01/03/2018 16:00:00	100070	44	0	99	-2.5
01/03/2018 17:00:00	100020	9	0	98	-2.1
01/03/2018 18:00:00	99970	0	0	97	-2.1
01/03/2018 19:00:00	99930	0	0	98	-2.2
01/03/2018 20:00:00	99880	-1	0	98	-2.3
01/03/2018 21:00:00	99830	0	0	98	-1.9
01/03/2018 22:00:00	99760	-1	0	97	-1.9
01/03/2018 23:00:00	99710	0	0	97	-2
02/03/2018 00:00:00	99650	0	0	98	-2
02/03/2018 01:00:00	99550	1	0	99	-1.9
02/03/2018 02:00:00	99450	1	0	98	-1.9
02/03/2018 03:00:00	99380	0	0	95	-1.6
02/03/2018 04:00:00	99260	-1	0	93	-1.3
02/03/2018 05:00:00	99200	1	0	92	-1.2
02/03/2018 06:00:00	99140	2	0	94	-1.3
02/03/2018 07:00:00	99090	15	0	97	-1.1
02/03/2018 08:00:00	99010	42	0	95	-0.6
02/03/2018 09:00:00	98950	70	0	93	-0.2
02/03/2018 10:00:00	98900	91	0.2	95	-0.2
02/03/2018 11:00:00	98820	199	2	92	-0.1
02/03/2018 12:00:00	98790	127	1.6	92	0.2
02/03/2018 13:00:00	98710	170	2	92	0.3
02/03/2018 14:00:00	98710	128	2	92	0.5
02/03/2018 15:00:00	98660	100	1	93	0.8
02/03/2018 16:00:00	98730	46	0.8	95	0.7
02/03/2018 17:00:00	98770	18	0.4	95	0.6
02/03/2018 18:00:00	98820	0	0.2	96	0.6
02/03/2018 19:00:00	98890	0	0.2	95	0.5
02/03/2018 20:00:00	98910	0	0.2	91	0.9
02/03/2018 21:00:00	98930	0	0.2	88	1.2
02/03/2018 22:00:00	98960	0	0	90	1.3
02/03/2018 23:00:00	99080	0	0.2	92	0.9
03/03/2018 00:00:00	99100	0	0	91	0.6
03/03/2018 01:00:00	99100	0	0	88	0.7
03/03/2018 02:00:00	99070	-3	0	90	0.3
03/03/2018 03:00:00	99040	0	0.2	90	0.8
03/03/2018 04:00:00	99030	1	0	90	0.4
03/03/2018 05:00:00	98960	2	0	88	1.6
03/03/2018 06:00:00	99010	0	0.2	86	1.5
03/03/2018 07:00:00	99030	17	0.6	93	0.5
03/03/2018 08:00:00	99120	60	0.2	90	1
03/03/2018 09:00:00	99130	65	0.4	93	0.7
03/03/2018 10:00:00	99000	111	0.4	96	0.7
03/03/2018 11:00:00	98960	110	1	96	0.7
03/03/2018 12:00:00	98950	65	2	99	0.5
03/03/2018 13:00:00	98930	53	1.6	100	0.6
03/03/2018 14:00:00	98870	69	1.8	100	1
03/03/2018 15:00:00	98880	24	1	101	0.5
03/03/2018 16:00:00	98950	24	0.6	101	0.4
03/03/2018 17:00:00	99010	7	0.6	101	0.4
03/03/2018 18:00:00	99070	0	0.6	102	0.5
03/03/2018 19:00:00	99140	-2	0.8	102	0.5
03/03/2018 20:00:00	99230	1	0.6	102	0.7
03/03/2018 21:00:00	99240	1	0.8	99	1.5
03/03/2018 22:00:00	99300	2	0.6	97	1.6
03/03/2018 23:00:00	99340	2	0.2	96	1.3
04/03/2018 00:00:00	99390	0	0.2	95	1.4
04/03/2018 01:00:00	99450	0	0.2	95	1.3
04/03/2018 02:00:00	99430	-6	0	95	1.1
04/03/2018 03:00:00	99380	2	0.2	94	1.1
04/03/2018 04:00:00	99410	-1	0	96	1
04/03/2018 05:00:00	99410	-1	0	97	0.9
04/03/2018 06:00:00	99500	0	0	94	1.3
04/03/2018 07:00:00	99590	79	0.2	96	0.2
04/03/2018 08:00:00	99660	111	0.2	100	-1
04/03/2018 09:00:00	99660	150	0.2	101	-1.8
04/03/2018 10:00:00	99680	189	0.4	101	-0.7
04/03/2018 11:00:00	99710	223	0.6	101	-0.1
04/03/2018 12:00:00	99710	171	0.4	101	0
04/03/2018 13:00:00	99680	192	0.6	100	0.2
04/03/2018 14:00:00	99660	208	0.6	95	0.9
04/03/2018 15:00:00	99630	175	0.4	96	1
04/03/2018 16:00:00	99600	89	0.4	95	1.5
04/03/2018 17:00:00	99580	25	0.2	97	1
04/03/2018 18:00:00	99580	-1	0.2	98	0.9
04/03/2018 19:00:00	99550	0	0.2	98	0.4
04/03/2018 20:00:00	99570	-3	0	100	0.4
04/03/2018 21:00:00	99610	-1	0.2	100	0.2
04/03/2018 22:00:00	99600	2	0	100	0.3
04/03/2018 23:00:00	99580	0	0.2	101	0.3
05/03/2018 00:00:00	99560	-1	0.2	100	0.8
05/03/2018 01:00:00	99540	1	0.2	99	0.8
05/03/2018 02:00:00	99460	-6	0.2	98	1.1
05/03/2018 03:00:00	99390	-7	0	97	1.4
05/03/2018 04:00:00	99340	0	0.2	96	1.6
05/03/2018 05:00:00	99340	0	0.4	97	1.6
05/03/2018 06:00:00	99320	3	0.2	97	1.6
05/03/2018 07:00:00	99300	24	0.2	98	1.6
05/03/2018 08:00:00	99270	79	0	96	2.1
05/03/2018 09:00:00	99250	119	0	94	2.5
05/03/2018 10:00:00	99210	129	0.2	95	2.6
05/03/2018 11:00:00	99150	141	0.4	97	2.5
05/03/2018 12:00:00	99050	200	0.4	96	3
05/03/2018 13:00:00	98940	187	0.4	97	3.1
05/03/2018 14:00:00	98870	159	0.4	97	3.4
05/03/2018 15:00:00	98820	86	0.8	98	3.5
05/03/2018 16:00:00	98770	38	0.6	98	3.3
05/03/2018 17:00:00	98760	11	1.2	100	3.2
05/03/2018 18:00:00	98750	1	1	100	3.5
05/03/2018 19:00:00	98730	0	0.6	99	3.8
05/03/2018 20:00:00	98700	0	0.4	98	3.9
05/03/2018 21:00:00	98680	1	0.2	98	3.9
05/03/2018 22:00:00	98640	-1	0.2	97	4.1
05/03/2018 23:00:00	98590	0	0.2	97	4
06/03/2018 00:00:00	98540	0	0	96	4.2
06/03/2018 01:00:00	98530	0	0	96	3.9
06/03/2018 02:00:00	98480	-5	0	96	4.1
06/03/2018 03:00:00	98420	-5	0.2	96	4.1
06/03/2018 04:00:00	98390	-1	0.2	96	3.6
06/03/2018 05:00:00	98370	2	0.8	97	4
06/03/2018 06:00:00	98380	2	0.2	97	3.5
06/03/2018 07:00:00	98410	32	0	96	4.1
06/03/2018 08:00:00	98430	122	0	93	4.8
06/03/2018 09:00:00	98450	139	0	92	5.6
06/03/2018 10:00:00	98500	168	0	90	6.2
06/03/2018 11:00:00	98510	105	0	92	6.3
06/03/2018 12:00:00	98480	91	0	92	6.4
06/03/2018 13:00:00	98430	130	0	92	6.7
06/03/2018 14:00:00	98440	84	0	90	7.1
06/03/2018 15:00:00	98450	39	0	91	6.8
06/03/2018 16:00:00	98450	38	0	90	6.9
06/03/2018 17:00:00	98520	14	0	91	6.8
06/03/2018 18:00:00	98570	1	0	92	6.3
06/03/2018 19:00:00	98610	-3	0	93	6.1
06/03/2018 20:00:00	98660	-1	0	96	5.3
06/03/2018 21:00:00	98700	-1	0	93	6
06/03/2018 22:00:00	98710	0	0	95	5.6
06/03/2018 23:00:00	98730	0	0	92	5.2
07/03/2018 00:00:00	98780	0	0	96	4
07/03/2018 01:00:00	98840	0	0	94	4.3
07/03/2018 02:00:00	98790	-5	0	89	6.1
07/03/2018 03:00:00	98790	-5	0	80	7.5
07/03/2018 04:00:00	98800	2	0	85	6.5
07/03/2018 05:00:00	98790	0	0	81	7.2
07/03/2018 06:00:00	98800	5	0	84	6.6
07/03/2018 07:00:00	98870	17	0	73	9.1
07/03/2018 08:00:00	99060	6	5.4	91	7.7
07/03/2018 09:00:00	99110	15	5.2	95	7.5
07/03/2018 10:00:00	99090	262	0.6	89	8.9
07/03/2018 11:00:00	99090	459	0	80	9.8
07/03/2018 12:00:00	99050	478	0	69	12.2
07/03/2018 13:00:00	99030	416	0	57	12.8
07/03/2018 14:00:00	99010	530	0	40	14.7
07/03/2018 15:00:00	99000	383	0	37	14.8
07/03/2018 16:00:00	99010	221	0	38	14.3
07/03/2018 17:00:00	99140	45	0	89	8.4
07/03/2018 18:00:00	99240	1	0	91	8.2
07/03/2018 19:00:00	99340	0	0	88	7.6
07/03/2018 20:00:00	99430	0	0	91	7.4
07/03/2018 21:00:00	99530	0	0	93	7.6
07/03/2018 22:00:00	99570	0	0	90	7.7
07/03/2018 23:00:00	99580	-1	0	87	7.7
08/03/2018 00:00:00	99640	-5	0	83	7.4
08/03/2018 01:00:00	99670	-5	0	77	7.6
08/03/2018 02:00:00	99680	-9	0	77	7
08/03/2018 03:00:00	99700	-4	0	77	6.3
08/03/2018 04:00:00	99770	-5	0	76	6
08/03/2018 05:00:00	99830	-5	0	76	5.7
08/03/2018 06:00:00	99900	5	0	77	5.3
08/03/2018 07:00:00	99990	120	0	74	5.5
08/03/2018 08:00:00	100090	300	0	67	8.4
08/03/2018 09:00:00	100130	427	0	62	10.1
08/03/2018 10:00:00	100160	578	0	55	12
08/03/2018 11:00:00	100160	646	0	53	12.5
08/03/2018 12:00:00	100130	637	0	45	14.1
08/03/2018 13:00:00	100100	590	0	46	14.7
08/03/2018 14:00:00	100070	484	0	33	16.4
08/03/2018 15:00:00	100080	388	0	34	15.4
08/03/2018 16:00:00	100110	190	0	28	15.4
08/03/2018 17:00:00	100160	45	0	29	14.5
08/03/2018 18:00:00	100260	-2	0	36	12.9
08/03/2018 19:00:00	100320	-2	0	46	11.2
08/03/2018 20:00:00	100340	-2	0	46	11.5
08/03/2018 21:00:00	100380	-3	0	49	11.2
08/03/2018 22:00:00	100440	-4	0	48	10.7
08/03/2018 23:00:00	100460	-3	0	46	10.5
09/03/2018 00:00:00	100470	-2	0	46	10.2
09/03/2018 01:00:00	100460	0	0	50	10
09/03/2018 02:00:00	100460	-6	0	51	9.9
09/03/2018 03:00:00	100450	-8	0	54	9.9
09/03/2018 04:00:00	100480	-7	0	56	9.9
09/03/2018 05:00:00	100530	-6	0	58	9
09/03/2018 06:00:00	100570	4	0	59	8.9
09/03/2018 07:00:00	100620	136	0	55	10.6
09/03/2018 08:00:00	100690	319	0	51	12.1
09/03/2018 09:00:00	100710	439	0	44	14
09/03/2018 10:00:00	100720	587	0	31	15.7
09/03/2018 11:00:00	100710	642	0	29	16.8
09/03/2018 12:00:00	100700	658	0	27	16.5
09/03/2018 13:00:00	100670	604	0	36	15.5
09/03/2018 14:00:00	100640	446	0	36	16.1
09/03/2018 15:00:00	100660	258	0	37	15.8
09/03/2018 16:00:00	100610	198	0	40	15.6
09/03/2018 17:00:00	100640	51	0	54	14.6
09/03/2018 18:00:00	100680	-1	0	56	13.1
09/03/2018 19:00:00	100700	-2	0	58	12.2
09/03/2018 20:00:00	100720	-4	0	62	11.2
09/03/2018 21:00:00	100780	-3	0	56	11.4
09/03/2018 22:00:00	100750	-1	0	54	11.3
09/03/2018 23:00:00	100700	-1	0	50	10.4
10/03/2018 00:00:00	100720	0	0	52	10.1
10/03/2018 01:00:00	100700	-1	0	56	9.6
10/03/2018 02:00:00	100640	-5	0	57	9.6
10/03/2018 03:00:00	100580	-8	0	59	8.9
10/03/2018 04:00:00	100560	-5	0	59	9.3
10/03/2018 05:00:00	100570	-9	0	62	8.7
10/03/2018 06:00:00	100540	3	0	64	8.5
10/03/2018 07:00:00	100570	62	0	61	10.2
10/03/2018 08:00:00	100580	166	0	58	10.9
10/03/2018 09:00:00	100560	264	0	55	13.1
10/03/2018 10:00:00	100570	204	0	56	13.2
10/03/2018 11:00:00	100580	281	0	56	13.4
10/03/2018 12:00:00	100550	375	0	53	14.4
10/03/2018 13:00:00	100450	481	0	48	16.4
10/03/2018 14:00:00	100440	174	0	52	14.9
10/03/2018 15:00:00	100400	243	0	50	15.7
10/03/2018 16:00:00	100400	156	0	52	15.2
10/03/2018 17:00:00	100430	37	0	68	12.6
10/03/2018 18:00:00	100470	1	0	68	11.9
10/03/2018 19:00:00	100520	0	0	67	11.5
10/03/2018 20:00:00	100530	-1	0	68	11.3
10/03/2018 21:00:00	100520	1	0	73	11.2
10/03/2018 22:00:00	100520	-1	0	85	10.7
10/03/2018 23:00:00	100510	0	0	86	10.4
11/03/2018 00:00:00	100430	-1	0	88	10.1
11/03/2018 01:00:00	100400	0	0	87	10
11/03/2018 02:00:00	100270	-8	0	89	9.7
11/03/2018 03:00:00	100190	-11	0	91	9.3
11/03/2018 04:00:00	100170	-9	0	92	9
11/03/2018 05:00:00	100140	-6	1.6	96	8.7
11/03/2018 06:00:00	100060	0	0.4	95	9.1
11/03/2018 07:00:00	100080	9	0.8	97	8.8
11/03/2018 08:00:00	99960	31	1.2	98	8.4
11/03/2018 09:00:00	99990	59	0.8	98	9
11/03/2018 10:00:00	99830	116	0.4	99	9.1
11/03/2018 11:00:00	99730	68	0	99	9.3
11/03/2018 12:00:00	99560	45	0	99	9.6
11/03/2018 13:00:00	99470	52	2.4	100	9.8
11/03/2018 14:00:00	99300	118	0.6	100	10.3
11/03/2018 15:00:00	99260	60	0.8	99	10.8
11/03/2018 16:00:00	99170	23	3	100	10.7
11/03/2018 17:00:00	99230	9	1.2	100	10.3
11/03/2018 18:00:00	99180	1	1.2	99	10.2
11/03/2018 19:00:00	99220	-1	0.6	99	10.1
11/03/2018 20:00:00	99190	-3	0	98	9.9
11/03/2018 21:00:00	99220	1	0	96	10.4
11/03/2018 22:00:00	99250	-1	0	86	11.7
11/03/2018 23:00:00	99280	-1	0	97	9.5
12/03/2018 00:00:00	99290	0	0	96	9.3
12/03/2018 01:00:00	99320	0	0	99	8.5
12/03/2018 02:00:00	99300	-6	0	101	8.1
12/03/2018 03:00:00	99220	-8	0	101	8.1
12/03/2018 04:00:00	99210	-9	0	102	8
12/03/2018 05:00:00	99220	-3	0	102	7.9
12/03/2018 06:00:00	99230	3	0	102	7.7
12/03/2018 07:00:00	99240	56	0	102	7.9
12/03/2018 08:00:00	99280	86	0	96	10
12/03/2018 09:00:00	99300	243	0	94	10.3
12/03/2018 10:00:00	99300	533	0	80	13
12/03/2018 11:00:00	99330	304	0.2	89	12.3
12/03/2018 12:00:00	99320	503	0	73	13.7
12/03/2018 13:00:00	99300	371	0	68	14.5
12/03/2018 14:00:00	99300	386	0	60	15
12/03/2018 15:00:00	99320	121	0	61	14.8
12/03/2018 16:00:00	99310	83	0	62	14.7
12/03/2018 17:00:00	99340	73	0	63	14.5
12/03/2018 18:00:00	99410	0	0	76	13.1
12/03/2018 19:00:00	99450	-2	0	82	12.6
12/03/2018 20:00:00	99500	-2	0	87	11.3
12/03/2018 21:00:00	99540	-1	0	90	10.3
12/03/2018 22:00:00	99560	-3	0	91	9.7
12/03/2018 23:00:00	99570	-2	0	91	9.7
13/03/2018 00:00:00	99560	-2	0	92	9.2
13/03/2018 01:00:00	99560	-1	0	92	9.1
13/03/2018 02:00:00	99530	-7	0	94	8.2
13/03/2018 03:00:00	99540	-10	0	95	8.4
13/03/2018 04:00:00	99580	-8	0	94	8.6
13/03/2018 05:00:00	99620	-8	0	94	8.8
13/03/2018 06:00:00	99670	5	0	94	8.8
13/03/2018 07:00:00	99730	118	0.2	95	9.4
13/03/2018 08:00:00	99740	219	0	79	11.3
13/03/2018 09:00:00	99800	282	0	74	12.4
13/03/2018 10:00:00	99840	512	0	72	12.5
13/03/2018 11:00:00	99870	156	0.2	78	12
13/03/2018 12:00:00	99850	375	0	67	13.8
13/03/2018 13:00:00	99780	587	0	61	14.8
13/03/2018 14:00:00	99760	527	0	56	15.5
13/03/2018 15:00:00	99770	170	0	59	15.2
13/03/2018 16:00:00	99800	67	0	56	14.9
13/03/2018 17:00:00	99830	60	0	57	14.3
13/03/2018 18:00:00	99880	-1	0	65	12.7
13/03/2018 19:00:00	99920	-1	0	63	12.4
13/03/2018 20:00:00	99960	-1	0	59	12
13/03/2018 21:00:00	99980	0	0	57	11.8
13/03/2018 22:00:00	100000	0	0	59	11.6
13/03/2018 23:00:00	100020	-3	0	62	11.1
14/03/2018 00:00:00	100020	-5	0	60	10.9
14/03/2018 01:00:00	100070	-2	0	59	10.7
14/03/2018 02:00:00	100060	-1	0	60	10.4
14/03/2018 03:00:00	100080	-5	0	61	9.8
14/03/2018 04:00:00	100110	-9	0	63	9.5
14/03/2018 05:00:00	100140	-8	0	66	8.8
14/03/2018 06:00:00	100170	12	0	67	8.5
14/03/2018 07:00:00	100220	143	0	63	9.6
14/03/2018 08:00:00	100260	328	0	53	12
14/03/2018 09:00:00	100290	468	0	44	14.1
14/03/2018 10:00:00	100300	603	0	47	13.9
14/03/2018 11:00:00	100260	668	0	46	14.8
14/03/2018 12:00:00	100230	677	0	46	15.4
14/03/2018 13:00:00	100150	631	0	37	15.9
14/03/2018 14:00:00	100090	524	0	42	16.2
14/03/2018 15:00:00	100040	353	0	42	16.5
14/03/2018 16:00:00	100010	205	0	36	16.8
14/03/2018 17:00:00	100010	46	0	40	15.8
14/03/2018 18:00:00	100040	2	0	42	15.1
14/03/2018 19:00:00	100050	-1	0	47	13.7
14/03/2018 20:00:00	100070	-1	0	49	12.8
14/03/2018 21:00:00	100040	0	0	48	12.1
14/03/2018 22:00:00	100000	0	0	49	11.7
14/03/2018 23:00:00	100010	-2	0	51	11.3
15/03/2018 00:00:00	100000	-4	0	49	11.2
15/03/2018 01:00:00	100010	-3	0	50	10.6
15/03/2018 02:00:00	99970	-7	0	48	10.4
15/03/2018 03:00:00	99960	-7	0	48	10.2
15/03/2018 04:00:00	99930	-6	0	50	10.1
15/03/2018 05:00:00	99910	-8	0	50	10.4
15/03/2018 06:00:00	99900	11	0	53	9.8
15/03/2018 07:00:00	99870	53	0	52	10.4
15/03/2018 08:00:00	99860	166	0	47	12.2
15/03/2018 09:00:00	99860	253	0	47	12.6
15/03/2018 10:00:00	99860	187	0	50	12.9
15/03/2018 11:00:00	99820	185	0	48	12.9
15/03/2018 12:00:00	99720	93	0	50	13
15/03/2018 13:00:00	99640	76	0	57	12.3
15/03/2018 14:00:00	99510	78	0	66	11.6
15/03/2018 15:00:00	99490	51	0	72	11.2
15/03/2018 16:00:00	99400	95	0	80	11.1
15/03/2018 17:00:00	99340	30	0	84	10.8
15/03/2018 18:00:00	99320	0	0	83	10.7
15/03/2018 19:00:00	99250	1	0	85	10.3
15/03/2018 20:00:00	99180	0	0	86	10.3
15/03/2018 21:00:00	99150	0	0	84	10.7
15/03/2018 22:00:00	99060	0	0	84	10.7
15/03/2018 23:00:00	99130	-1	0.4	91	10.2
16/03/2018 00:00:00	99120	0	0	94	9.7
16/03/2018 01:00:00	99170	0	0	97	9.3
16/03/2018 02:00:00	99230	-3	0	96	9.2
16/03/2018 03:00:00	99240	-7	0	98	8.4
16/03/2018 04:00:00	99270	-9	0	99	8.1
16/03/2018 05:00:00	99330	-6	0	99	7.9
16/03/2018 06:00:00	99330	5	0	96	8.3
16/03/2018 07:00:00	99390	50	0	91	8.6
16/03/2018 08:00:00	99450	109	0	89	8.9
16/03/2018 09:00:00	99470	350	0	74	11
16/03/2018 10:00:00	99470	525	0	67	12.2
16/03/2018 11:00:00	99420	684	0	64	13.2
16/03/2018 12:00:00	99400	683	0	61	14
16/03/2018 13:00:00	99350	640	0	61	14.5
16/03/2018 14:00:00	99330	479	0	58	15.2
16/03/2018 15:00:00	99360	359	0	57	15.6
16/03/2018 16:00:00	99380	165	0	62	14.8
16/03/2018 17:00:00	99370	53	0	65	14.3
16/03/2018 18:00:00	99410	2	0	77	13.3
16/03/2018 19:00:00	99420	-1	0	78	12.6
16/03/2018 20:00:00	99410	-4	0	75	12.1
16/03/2018 21:00:00	99420	-1	0	75	11.7
16/03/2018 22:00:00	99390	-1	0	79	11.2
16/03/2018 23:00:00	99330	0	0	80	10.5
17/03/2018 00:00:00	99250	0	0	85	10.1
17/03/2018 01:00:00	99160	0	0	88	9.8
17/03/2018 02:00:00	99080	-2	0	99	8
17/03/2018 03:00:00	99010	-8	0.2	101	8.3
17/03/2018 04:00:00	98940	0	0.4	102	8.6
17/03/2018 05:00:00	98880	-2	0.8	101	8.8
17/03/2018 06:00:00	98790	2	0.8	100	9
17/03/2018 07:00:00	98720	34	0	99	8.7
17/03/2018 08:00:00	98700	64	0	99	8.7
17/03/2018 09:00:00	98650	129	0	93	9.4
17/03/2018 10:00:00	98610	339	0	84	10.9
17/03/2018 11:00:00	98570	229	0	85	10.8
17/03/2018 12:00:00	98510	264	0	81	11.4
17/03/2018 13:00:00	98430	205	0	78	11.7
17/03/2018 14:00:00	98410	206	0.2	79	12.2
17/03/2018 15:00:00	98410	154	0.4	82	11.7
17/03/2018 16:00:00	98410	241	1.2	78	12.6
17/03/2018 17:00:00	98440	46	0	80	11.6
17/03/2018 18:00:00	98490	0	0	85	11.3
17/03/2018 19:00:00	98510	-1	0	86	10.8
17/03/2018 20:00:00	98560	0	0	73	9.7
17/03/2018 21:00:00	98570	0	0	66	10.1
17/03/2018 22:00:00	98610	0	0	63	10
17/03/2018 23:00:00	98600	0	0	58	10.5
18/03/2018 00:00:00	98630	-2	0	60	10.5
18/03/2018 01:00:00	98630	0	0	61	10.3
18/03/2018 02:00:00	98640	-5	0	68	9.1
18/03/2018 03:00:00	98590	-8	0	86	7
18/03/2018 04:00:00	98600	-9	0	92	6.4
18/03/2018 05:00:00	98600	-12	0	97	5.5
18/03/2018 06:00:00	98630	1	0	100	5.8
18/03/2018 07:00:00	98660	19	0	100	6.4
18/03/2018 08:00:00	98650	42	0	98	7.2
18/03/2018 09:00:00	98640	68	0.2	95	7.7
18/03/2018 10:00:00	98630	92	0.2	93	8.6
18/03/2018 11:00:00	98590	142	0	89	9
18/03/2018 12:00:00	98570	173	0	81	9.4
18/03/2018 13:00:00	98470	151	0.2	83	9.6
18/03/2018 14:00:00	98430	208	0	84	9.3
18/03/2018 15:00:00	98460	99	0.4	90	8.3
18/03/2018 16:00:00	98430	22	3	97	7.9
18/03/2018 17:00:00	98470	13	2.2	95	7.8
18/03/2018 18:00:00	98530	1	0.4	95	7
18/03/2018 19:00:00	98580	2	1.4	96	6.8
18/03/2018 20:00:00	98610	0	1.2	97	6.2
18/03/2018 21:00:00	98650	0	0.4	97	6
18/03/2018 22:00:00	98660	-2	0.8	98	5.8
18/03/2018 23:00:00	98690	1	1.2	98	5.5
19/03/2018 00:00:00	98770	0	2.4	99	4.9
19/03/2018 01:00:00	98790	0	2	98	4.8
19/03/2018 02:00:00	98820	-4	1.4	100	3.6
19/03/2018 03:00:00	98870	-2	0.6	99	1.8
19/03/2018 04:00:00	98920	-1	0.2	100	1.2
19/03/2018 05:00:00	98960	-1	0.4	101	0.8
19/03/2018 06:00:00	99010	6	0.6	101	0.7
19/03/2018 07:00:00	99080	14	0.4	102	0.3
19/03/2018 08:00:00	99150	36	0.8	103	0.4
19/03/2018 09:00:00	99220	38	1	103	0.6
19/03/2018 10:00:00	99270	43	1.2	103	0.7
